"start";"deviceid";"Entrevistador";"Região";"Olá! Estamos fazendo uma pesquisa para a USP e a Unifesp e gostaria de saber se você pode responder a algumas questões. São apenas alguns minutos e você não precisa se identificar";"Qual é a sua idade:";"Para começar, gostaria de saber, entre os partidos políticos brasileiros, com qual você se identifica?";"Em termos políticos, você se considera de esquerda, de direita, de centro ou nada disso?";"Mas entre esquerda e direita, você é mais de esquerda ou mais de direita?";"No que diz respeito a temas como família, drogas e punição a criminosos, você se considera conservador?";"Você se considera antipetista?";"Agora, vou ler uma série de afirmações e gostaria de saber se você concorda ou não concorda com elas:";"Os direitos humanos atrapalham o combate ao crime";"Os valores religiosos deveriam orientar as leis";"Deveria ser permitido aos adultos fumar maconha";"A polícia é mais violenta com os negros do que com os brancos";"Fazer aborto deve ser um direito da mulher";"A união de pessoas do mesmo sexo não constitui uma família";"A escola deveria ensinar a respeitar os gays";"Cotas são uma boa medida para fazer com que os negros entrem na universidade";"Menores de idade que cometem crimes devem ir para a cadeia";"O bolsa-família estimula as pessoas a não trabalhar";"Cantar uma mulher na rua é ofensivo";"Feminismo é machismo ao contrário";"Dois homens devem poder se beijar na rua sem serem importunados";"Não se deve condenar uma mulher que transe com muitas pessoas";"O lugar da mulher é em casa cuidando da família";"Precisamos punir os criminosos com mais tempo de cadeia";"A pena de morte deve ser aplicada para punir crimes graves";"Os conservadores são preconceituosos";"A mulher deve ter o direito de usar roupa curta sem ser incomodada";"As escolas deveriam ensinar valores religiosos";"O cidadão de bem deve ter o direito de portar arma";"Os negros ainda sofrem preconceito no Brasil";"Fazer aborto é sempre errado";"Travestis devem poder usar o banheiro feminino";"Vou perguntar agora sobre o grau de confiança em uma série de políticos:";"Você confia no Geraldo Alckmin?";"Você confia no Jair Bolsonaro?";"Você confia no Marcelo Crivela?";"Você confia no Marco Feliciano?";"Você confia no Lula?";"Você confia na Marina Silva?";"Estamos chegando no fim. Vou ler duas afirmações e gostaria de saber se você concorda com elas:";"Num momento de crise, o governo precisa cortar gastos inclusive em saúde e educação.";"Quem começou a trabalhar cedo deve poder se aposentar cedo, sem limite mínimo de idade.";"Para terminar, gostaria de saber um pouco mais de você";"Sexo:";"Somando a sua renda com a renda das pessoas que moram com você, quanto aproximadamente é a renda familiar na sua casa?";"Até que ano você estudou?";"Como você classifica a sua cor?";"outra:";"Qual é a sua denominação religiosa?";"outra:";"_id";"_uuid";"_submission_time";"_index"
"2017-06-15T13:11:52.249-03";"5c196bb15226e405";"Aline";"5";"";"38";"nenhum";"de esquerda";"";"muito conservador";"nada antipetista";"";"concorda";"concorda";"não concorda";"concorda";"não concorda";"concorda";"concorda";"concorda";"concorda";"concorda";"concorda";"concorda";"concorda";"concorda";"concorda";"concorda";"não concorda";"não sei";"concorda";"concorda";"não concorda";"concorda";"concorda";"não concorda";"";"não confia";"não confia";"não confia";"não confia";"não confia";"não confia";"";"não concorda";"concorda";"";"masculino";"de R$2.810,00 até R$4.690,00";"ensino superior completo";"parda";"";"igreja renascer em Cristo";"";"4193000";"0efdc7ab-59f2-49c4-bffe-b2bf9ac19717";"2017-06-15T21:05:11";"381"
"2017-06-15T13:25:21.566-03";"5c196bb15226e405";"Aline";"5";"";"38";"nenhum";"nada disso";"";"pouco conservador";"nada antipetista";"";"não sei";"concorda";"não concorda";"não sei";"não concorda";"concorda";"concorda";"não concorda";"concorda";"não sei";"não sei";"concorda";"não concorda";"concorda";"não concorda";"concorda";"não concorda";"não concorda";"concorda";"concorda";"não concorda";"concorda";"concorda";"não concorda";"";"não confia";"não confia";"não confia";"não confia";"não confia";"não sabe";"";"não concorda";"concorda";"";"feminino";"até R$1.880,00";"ensino médio completo";"branca";"";"igreja renascer em Cristo";"";"4193002";"adf4addd-7a0a-423b-bdf7-9c0e9f51491e";"2017-06-15T21:05:13";"382"
"2017-06-15T13:36:27.610-03";"5c196bb15226e405";"Aline";"5";"";"28";"nenhum";"nada disso";"";"muito conservador";"muito antipetista";"";"não concorda";"concorda";"não concorda";"concorda";"não concorda";"concorda";"concorda";"concorda";"concorda";"não concorda";"concorda";"não concorda";"não sei";"concorda";"não concorda";"concorda";"concorda";"não concorda";"concorda";"concorda";"não concorda";"concorda";"concorda";"não sei";"";"não confia";"não confia";"não confia";"não confia";"não confia";"não confia";"";"não concorda";"não concorda";"";"feminino";"de R$4.690,00 até R$9.370,00";"ensino superior completo";"parda";"";"igreja renascer em Cristo";"";"4193003";"3e8277d9-65c9-4451-915a-03709dfd0529";"2017-06-15T21:05:15";"383"
"2017-06-15T13:43:16.069-03";"5c196bb15226e405";"Aline";"5";"";"18";"nenhum";"nada disso";"";"pouco conservador";"muito antipetista";"";"não concorda";"não concorda";"não concorda";"não concorda";"não concorda";"concorda";"não concorda";"não concorda";"concorda";"não concorda";"concorda";"não concorda";"não concorda";"não concorda";"não concorda";"concorda";"não concorda";"não concorda";"concorda";"não concorda";"não concorda";"concorda";"concorda";"não concorda";"";"não confia";"não conhece";"não conhece";"não conhece";"não confia";"não conhece";"";"não concorda";"não concorda";"";"feminino";"até R$1.880,00";"ensino médio incompleto";"parda";"";"igreja renascer em Cristo";"";"4193005";"2e526ffc-ed7f-4a70-a966-4612ec023d7a";"2017-06-15T21:05:18";"384"
"2017-06-15T10:56:08.362-03";"ac:d0:74:78:86:4d";"Fe oliva";"06";"";"37";"nenhum";"nada disso";"";"pouco conservador";"não sei";"";"concorda";"concorda";"concorda";"concorda";"não sei";"não concorda";"concorda";"não concorda";"concorda";"concorda";"concorda";"concorda";"não concorda";"não sei";"não concorda";"concorda";"concorda";"concorda";"concorda";"concorda";"não concorda";"concorda";"concorda";"não concorda";"";"não sabe";"não conhece";"não sabe";"confia pouco";"não confia";"confia pouco";"";"não concorda";"concorda";"";"feminino";"de R$2.810,00 até R$4.690,00";"ensino médio completo";"parda";"";"igreja renascer em Cristo";"";"4193006";"631bd52a-f8bf-4994-9f4a-935daa1548a2";"2017-06-15T21:05:20";"385"
"2017-06-15T13:49:30.068-03";"5c196bb15226e405";"Aline";"5";"";"48";"PSDB";"de direita";"";"muito conservador";"muito antipetista";"";"concorda";"concorda";"não concorda";"não concorda";"não concorda";"concorda";"não concorda";"não concorda";"concorda";"concorda";"concorda";"concorda";"não concorda";"não concorda";"não concorda";"concorda";"concorda";"não concorda";"não concorda";"concorda";"concorda";"concorda";"concorda";"não concorda";"";"confia pouco";"confia muito";"não confia";"confia muito";"não confia";"não confia";"";"não concorda";"concorda";"";"feminino";"de R$9.370,00 até R$18.740,00";"ensino médio completo";"branca";"";"igreja renascer em Cristo";"";"4193008";"0bde7e6e-5db8-45e4-84dd-46a2da2fb916";"2017-06-15T21:05:20";"386"
"2017-06-15T11:02:51.460-03";"ac:d0:74:78:86:4d";"Fe oliva";"Grupo 06";"";"43";"nenhum";"nada disso";"";"muito conservador";"nada antipetista";"";"concorda";"concorda";"não concorda";"não concorda";"não concorda";"concorda";"não concorda";"não concorda";"concorda";"concorda";"não sei";"concorda";"não concorda";"não sei";"não concorda";"concorda";"não concorda";"não concorda";"não concorda";"concorda";"não concorda";"não concorda";"concorda";"não concorda";"";"não confia";"não confia";"não confia";"não confia";"não confia";"não confia";"";"não concorda";"concorda";"";"feminino";"de R$4.690,00 até R$9.370,00";"ensino superior completo";"parda";"";"outra";"Sec comunidade restauração  cristo";"4193009";"c32f484f-5677-4a6a-b08e-386112e89baa";"2017-06-15T21:05:22";"387"
"2017-06-15T13:57:06.220-03";"5c196bb15226e405";"Aline";"5";"";"52";"não sei";"nada disso";"";"pouco conservador";"nada antipetista";"";"concorda";"não concorda";"não concorda";"não concorda";"não concorda";"não concorda";"concorda";"não concorda";"não sei";"concorda";"concorda";"não sei";"concorda";"concorda";"não concorda";"não concorda";"não concorda";"não concorda";"concorda";"não concorda";"não concorda";"não concorda";"não concorda";"não concorda";"";"não confia";"não confia";"não confia";"não confia";"não confia";"não confia";"";"não concorda";"concorda";"";"masculino";"de R$9.370,00 até R$18.740,00";"ensino superior completo";"preta";"";"igreja renascer em Cristo";"";"4193010";"3c5b5fd4-59a0-45d5-9d7f-470dcd1c721c";"2017-06-15T21:05:23";"388"
"2017-06-15T14:08:08.335-03";"5c196bb15226e405";"Aline";"5";"";"30";"nenhum";"nada disso";"";"pouco conservador";"nada antipetista";"";"concorda";"concorda";"não concorda";"não sei";"não concorda";"não concorda";"concorda";"não concorda";"não sei";"concorda";"não concorda";"concorda";"não concorda";"concorda";"não concorda";"não concorda";"não concorda";"não concorda";"concorda";"concorda";"concorda";"concorda";"concorda";"não concorda";"";"não confia";"confia pouco";"confia pouco";"confia pouco";"não confia";"confia muito";"";"não concorda";"concorda";"";"masculino";"de R$9.370,00 até R$18.740,00";"ensino superior completo";"preta";"";"igreja renascer em Cristo";"";"4193011";"5232e938-0893-4ebe-b44e-9420fc4f182a";"2017-06-15T21:05:27";"389"
"2017-06-15T11:10:43.784-03";"ac:d0:74:78:86:4d";"Fe oliba";"Grupo 06";"";"39";"nenhum";"nada disso";"";"muito conservador";"pouco antipetista";"";"concorda";"não concorda";"não concorda";"não concorda";"não concorda";"concorda";"concorda";"não concorda";"concorda";"concorda";"concorda";"concorda";"não concorda";"não concorda";"não concorda";"não sei";"não concorda";"concorda";"concorda";"não sei";"não concorda";"concorda";"concorda";"não sei";"";"confia pouco";"não sabe";"não confia";"confia pouco";"não confia";"não confia";"";"não concorda";"não sabe";"";"masculino";"de R$1.880,00 até R$2.810,00";"ensino superior completo";"parda";"";"igreja internacional da graça";"";"4193012";"2ace18ae-9fa8-4d23-8706-786ab9369fd1";"2017-06-15T21:05:29";"390"
"2017-06-15T14:19:47.988-03";"5c196bb15226e405";"Aline";"5";"";"34";"PMDB";"nada disso";"";"muito conservador";"pouco antipetista";"";"concorda";"concorda";"não concorda";"não concorda";"não concorda";"não sei";"não sei";"não concorda";"concorda";"não concorda";"concorda";"concorda";"não concorda";"concorda";"não concorda";"concorda";"concorda";"concorda";"concorda";"concorda";"não concorda";"concorda";"não concorda";"não concorda";"";"confia pouco";"confia pouco";"confia pouco";"não confia";"não confia";"não confia";"";"não concorda";"não concorda";"";"feminino";"de R$4.690,00 até R$9.370,00";"ensino superior completo";"branca";"";"igreja renascer em Cristo";"";"4193013";"f447bd1d-550b-45a5-a7bc-75e2c1ec3a6c";"2017-06-15T21:05:33";"391"
"2017-06-15T11:19:53.943-03";"ac:d0:74:78:86:4d";"Feoliva";"Grpo6 ";"";"39";"PSDB";"de direita";"";"muito conservador";"muito antipetista";"";"concorda";"concorda";"não concorda";"concorda";"não concorda";"concorda";"concorda";"concorda";"concorda";"concorda";"concorda";"concorda";"não concorda";"concorda";"não concorda";"concorda";"concorda";"concorda";"não concorda";"concorda";"concorda";"concorda";"concorda";"não concorda";"";"confia pouco";"confia muito";"confia muito";"confia muito";"não confia";"confia pouco";"";"não concorda";"concorda";"";"masculino";"até R$1.880,00";"ensino médio completo";"parda";"";"igreja renascer em Cristo";"";"4193014";"05893bdb-e263-4d08-9e93-9e680321b176";"2017-06-15T21:05:36";"392"
"2017-06-15T14:26:36.114-03";"5c196bb15226e405";"Aline";"5";"";"37";"nenhum";"nada disso";"";"pouco conservador";"nada antipetista";"";"não concorda";"concorda";"não concorda";"concorda";"não concorda";"concorda";"concorda";"concorda";"concorda";"concorda";"concorda";"concorda";"não concorda";"concorda";"concorda";"concorda";"concorda";"concorda";"concorda";"concorda";"não concorda";"concorda";"concorda";"não concorda";"";"não confia";"não confia";"não confia";"não confia";"não confia";"não confia";"";"não concorda";"concorda";"";"masculino";"até R$1.880,00";"ensino fundamental incompleto";"parda";"";"outra";"Catolica";"4193015";"60eda046-aabc-4ad4-b426-55284e2cae9c";"2017-06-15T21:05:39";"393"
"2017-06-15T11:31:08.195-03";"ac:d0:74:78:86:4d";"Fe oliva";"Primeiró trio gripo6";"";"20";"nenhum";"de esquerda";"";"pouco conservador";"nada antipetista";"";"não concorda";"não concorda";"concorda";"concorda";"concorda";"não concorda";"não concorda";"não concorda";"concorda";"concorda";"concorda";"concorda";"concorda";"concorda";"não concorda";"não concorda";"não sei";"concorda";"concorda";"não concorda";"não concorda";"concorda";"não concorda";"não sei";"";"não confia";"não confia";"não confia";"não confia";"não confia";"não confia";"";"não concorda";"não concorda";"";"masculino";"de R$9.370,00 até R$18.740,00";"ensino superior incompleto";"branca";"";"nenhuma";"";"4193016";"bff1d394-9c74-4f16-ae52-056cad2f883e";"2017-06-15T21:05:40";"394"
"2017-06-15T14:32:24.027-03";"5c196bb15226e405";"Aline";"5";"";"37";"nenhum";"de direita";"";"muito conservador";"pouco antipetista";"";"concorda";"concorda";"concorda";"concorda";"não concorda";"não concorda";"não concorda";"não concorda";"concorda";"concorda";"concorda";"concorda";"não concorda";"não concorda";"não concorda";"não concorda";"não concorda";"concorda";"concorda";"não concorda";"não concorda";"concorda";"concorda";"não concorda";"";"não confia";"não confia";"não confia";"não confia";"não confia";"não confia";"";"não concorda";"concorda";"";"feminino";"de R$1.880,00 até R$2.810,00";"ensino superior completo";"parda";"";"igreja renascer em Cristo";"";"4193017";"fb5edf1d-db8e-4cc8-a54c-e85c97129f08";"2017-06-15T21:05:43";"395"
"2017-06-15T11:44:06.548-03";"ac:d0:74:78:86:4d";" Fe oliva";"Trio 01 grupo 06";"";"55";"PSDB";"de direita";"";"muito conservador";"muito antipetista";"";"não concorda";"não concorda";"não concorda";"não concorda";"não concorda";"não concorda";"não concorda";"não concorda";"não concorda";"concorda";"não concorda";"não concorda";"não concorda";"concorda";"não concorda";"concorda";"concorda";"não concorda";"concorda";"não sei";"concorda";"não concorda";"não concorda";"não concorda";"";"confia pouco";"confia pouco";"não confia";"não conhece";"não confia";"não confia";"";"concorda";"não concorda";"";"masculino";"mais de R$18.740,00";"ensino superior completo";"branca";"";"outra";"Catolico";"4193018";"55c224a8-07aa-4f95-b0c8-3613674186b2";"2017-06-15T21:05:45";"396"
"2017-06-15T14:36:50.056-03";"5c196bb15226e405";"Aline";"5";"";"39";"PSDB";"nada disso";"";"pouco conservador";"nada antipetista";"";"concorda";"concorda";"não concorda";"não concorda";"não concorda";"não concorda";"concorda";"concorda";"concorda";"não concorda";"concorda";"concorda";"não concorda";"concorda";"não concorda";"concorda";"não concorda";"concorda";"concorda";"concorda";"não concorda";"não concorda";"concorda";"não sei";"";"não sabe";"não confia";"não confia";"não confia";"não confia";"não confia";"";"concorda";"concorda";"";"masculino";"de R$4.690,00 até R$9.370,00";"ensino fundamental completo";"parda";"";"igreja batista";"";"4193019";"41f3e326-1b7d-46e4-bf6a-58fbc8ce44c6";"2017-06-15T21:05:48";"397"
"2017-06-15T11:54:57.545-03";"ac:d0:74:78:86:4d";"Fe oliva ";"Trio 01 grupo 06";"";"33";"PT";"nada disso";"";"pouco conservador";"nada antipetista";"";"concorda";"concorda";"não concorda";"concorda";"não concorda";"concorda";"não concorda";"concorda";"concorda";"concorda";"não concorda";"concorda";"concorda";"concorda";"não concorda";"concorda";"não concorda";"concorda";"concorda";"não concorda";"não concorda";"concorda";"não concorda";"não concorda";"";"confia pouco";"não confia";"não confia";"não confia";"confia muito";"não confia";"";"não concorda";"concorda";"";"masculino";"até R$1.880,00";"ensino médio completo";"parda";"";"outra";"Igreja crista cenáculo 7";"4193020";"8ecb97ed-747f-4881-a49c-ebadede597d5";"2017-06-15T21:05:50";"398"
"2017-06-15T14:43:13.669-03";"5c196bb15226e405";"Aline ";"5";"";"58";"PT";"centro";"mais de direita";"muito conservador";"nada antipetista";"";"concorda";"concorda";"não concorda";"concorda";"não concorda";"não concorda";"concorda";"não concorda";"concorda";"concorda";"não concorda";"não concorda";"não concorda";"concorda";"não concorda";"concorda";"concorda";"não concorda";"concorda";"não concorda";"não concorda";"concorda";"concorda";"concorda";"";"não confia";"não confia";"não confia";"não confia";"não confia";"não confia";"";"não concorda";"concorda";"";"feminino";"de R$2.810,00 até R$4.690,00";"ensino médio completo";"preta";"";"igreja mundial";"";"4193021";"eeedf60c-c728-4a50-b0ac-b8b68164b06f";"2017-06-15T21:05:53";"399"
"2017-06-15T14:51:20.560-03";"5c196bb15226e405";"Aline";"5";"";"41";"PSDB";"nada disso";"";"muito conservador";"muito antipetista";"";"concorda";"não concorda";"não concorda";"não concorda";"não concorda";"concorda";"concorda";"concorda";"concorda";"concorda";"concorda";"concorda";"não concorda";"concorda";"não concorda";"concorda";"não concorda";"concorda";"concorda";"concorda";"concorda";"concorda";"concorda";"concorda";"";"não confia";"não confia";"confia muito";"confia muito";"não confia";"confia muito";"";"não concorda";"concorda";"";"feminino";"de R$2.810,00 até R$4.690,00";"ensino superior completo";"parda";"";"igreja renascer em Cristo";"";"4193022";"27cd9ca2-56b1-4b33-9fb3-e61b34f2b621";"2017-06-15T21:05:56";"400"
"2017-06-15T12:10:47.216-03";"ac:d0:74:78:86:4d";"Fe oliva";"Grupo 6 frente trio 01";"";"21";"nenhum";"nada disso";"";"muito conservador";"nada antipetista";"";"não concorda";"concorda";"não concorda";"não sei";"não concorda";"não concorda";"não sei";"concorda";"não concorda";"não concorda";"concorda";"concorda";"concorda";"concorda";"não concorda";"não concorda";"não concorda";"não concorda";"concorda";"não concorda";"não concorda";"concorda";"não sei";"não sei";"";"confia pouco";"não sabe";"não conhece";"confia pouco";"não confia";"não sabe";"";"não concorda";"concorda";"";"masculino";"até R$1.880,00";"ensino superior incompleto";"parda";"";"outra";"Ig evangelic pemtecost Resgatados pelo senhor ";"4193023";"1f1b0ab5-53b2-478a-90ee-d63b4fece3e4";"2017-06-15T21:05:56";"401"
"2017-06-15T12:25:41.148-03";"ac:d0:74:78:86:4d";"Fe oliva";"Grupo 6 trio 1";"";"32";"nenhum";"de direita";"";"muito conservador";"muito antipetista";"";"concorda";"concorda";"não concorda";"concorda";"não concorda";"concorda";"concorda";"não concorda";"concorda";"concorda";"não concorda";"concorda";"concorda";"concorda";"concorda";"concorda";"não concorda";"não concorda";"concorda";"concorda";"concorda";"concorda";"concorda";"não concorda";"";"não confia";"confia pouco";"confia pouco";"não confia";"não confia";"não confia";"";"não concorda";"concorda";"";"masculino";"mais de R$18.740,00";"ensino fundamental completo";"branca";"";"nenhuma";"";"4193024";"f6754421-7a7e-4b09-ad0f-96f02474755d";"2017-06-15T21:05:58";"402"
"2017-06-15T14:56:12.220-03";"5c196bb15226e405";"Aline";"5";"";"37";"PSDB";"nada disso";"";"muito conservador";"nada antipetista";"";"não sei";"concorda";"não sei";"não concorda";"não concorda";"concorda";"não concorda";"não concorda";"concorda";"não sei";"não concorda";"concorda";"não concorda";"concorda";"não concorda";"não concorda";"não concorda";"não concorda";"concorda";"não concorda";"concorda";"concorda";"não concorda";"não concorda";"";"não sabe";"não sabe";"não sabe";"não sabe";"não confia";"não sabe";"";"concorda";"não concorda";"";"masculino";"de R$9.370,00 até R$18.740,00";"ensino superior completo";"parda";"";"igreja renascer em Cristo";"";"4193025";"c2b03b4d-3b40-4836-9f32-abe6c8a5f592";"2017-06-15T21:05:59";"403"
"2017-06-15T12:38:06.211-03";"ac:d0:74:78:86:4d";"Fe oliva";"Grupo 06 bagatelle";"";"19";"nenhum";"nada disso";"";"nada conservador";"não sei";"";"não concorda";"não concorda";"concorda";"concorda";"não concorda";"concorda";"não concorda";"não concorda";"concorda";"concorda";"concorda";"não sei";"concorda";"concorda";"não concorda";"não sei";"concorda";"não sei";"concorda";"não sei";"não concorda";"concorda";"não sei";"não sei";"";"não sabe";"não confia";"não conhece";"não confia";"confia pouco";"não confia";"";"não concorda";"concorda";"";"feminino";"de R$2.810,00 até R$4.690,00";"ensino superior incompleto";"preta";"";"outra";"Bola de neve";"4193026";"28772dd3-fd91-4ead-b654-4e2dfb92930a";"2017-06-15T21:06:00";"404"
"2017-06-15T15:05:38.576-03";"5c196bb15226e405";"Aline";"5";"";"19";"PT";"nada disso";"";"pouco conservador";"nada antipetista";"";"concorda";"concorda";"não concorda";"não concorda";"concorda";"não sei";"concorda";"não concorda";"concorda";"não concorda";"concorda";"concorda";"concorda";"concorda";"não concorda";"concorda";"concorda";"não concorda";"concorda";"concorda";"não concorda";"concorda";"não concorda";"concorda";"";"não confia";"não confia";"não confia";"não confia";"não confia";"confia pouco";"";"não concorda";"concorda";"";"masculino";"até R$1.880,00";"ensino médio completo";"preta";"";"igreja renascer em Cristo";"";"4193027";"de46936d-bc14-4334-a934-e98d0b28fc29";"2017-06-15T21:06:02";"405"
