"start";"deviceid";"Entrevistador";"Região";"Olá! Estamos fazendo uma pesquisa para a USP e a Unifesp e gostaria de saber se você pode responder a algumas questões. São apenas alguns minutos e você não precisa se identificar";"Qual é a sua idade:";"Para começar, gostaria de saber, entre os partidos políticos brasileiros, com qual você se identifica?";"Em termos políticos, você se considera de esquerda, de direita, de centro ou nada disso?";"Mas entre esquerda e direita, você é mais de esquerda ou mais de direita?";"No que diz respeito a temas como família, drogas e punição a criminosos, você se considera conservador?";"Você se considera feminista?";"Você se considera antipetista?";"Agora, vou ler uma série de afirmações e gostaria de saber se você concorda ou não concorda com elas:";"Os direitos humanos atrapalham o combate ao crime";"Os valores religiosos deveriam orientar as leis";"Deveria ser permitido aos adultos fumar maconha";"A polícia é mais violenta com os negros do que com os brancos";"Fazer aborto deve ser um direito da mulher";"A união de pessoas do mesmo sexo não constitui uma família";"A escola deveria ensinar a respeitar os gays";"Cotas são uma boa medida para fazer com que os negros entrem na universidade";"Menores de idade que cometem crimes devem ir para a cadeia";"O bolsa-família estimula as pessoas a não trabalhar";"Cantar uma mulher na rua é ofensivo";"Feminismo é machismo ao contrário";"Dois homens devem poder se beijar na rua sem serem importunados";"Não se deve condenar uma mulher que transe com muitas pessoas";"O lugar da mulher é em casa cuidando da família";"Precisamos punir os criminosos com mais tempo de cadeia";"A pena de morte deve ser aplicada para punir crimes graves";"Os conservadores são preconceituosos";"A mulher deve ter o direito de usar roupa curta sem ser incomodada";"As escolas deveriam ensinar valores religiosos";"O cidadão de bem deve ter o direito de portar arma";"Os negros ainda sofrem preconceito no Brasil";"Fazer aborto é sempre errado";"Travestis devem poder usar o banheiro feminino";"Para terminar este bloco vou fazer duas perguntas.";"Você concorda com a reforma da previdência do governo Temer?";"Você é a favor da permanência do presidente Temer no governo?";"Para terminar, gostaria de saber um pouco mais de você";"Sexo:";"Somando a sua renda com a renda das pessoas que moram com você, quanto aproximadamente é a renda familiar na sua casa?";"Até que ano você estudou?";"Como você classifica a sua cor?";"outra:";"__version__";"_id";"_uuid";"_submission_time";"_index"
"2017-03-15T15:14:47.487-03";"ac:d0:74:77:ab:b3";"Igor";"Masp";"";"48";"PSOL";"de esquerda";"";"pouco conservador";"muito feminista";"nada antipetista";"";"não concorda";"não concorda";"concorda";"concorda";"concorda";"não concorda";"concorda";"concorda";"não concorda";"não concorda";"concorda";"não concorda";"concorda";"concorda";"não concorda";"não concorda";"não concorda";"concorda";"concorda";"não concorda";"não concorda";"concorda";"não concorda";"concorda";"";"";"";"";"masculino";"de R$4690,00 até R$9370,00";"ensino superior completo";"branca";"";"vc8VSg82UGuAKfa9oaFBEN";"2984426";"e91822da-c668-466a-b1f1-1ce81392be6c";"2017-03-16T00:01:57";"39"
"2017-03-15T15:20:14.015-03";"ac:d0:74:77:ab:b3";"Igor";"Masp";"";"23";"Nenhum";"nada disso";"";"não sei";"não sei";"muito antipetista";"";"não concorda";"concorda";"não concorda";"concorda";"não concorda";"não concorda";"concorda";"não concorda";"concorda";"concorda";"não concorda";"concorda";"concorda";"não concorda";"não concorda";"concorda";"concorda";"não concorda";"concorda";"concorda";"concorda";"concorda";"concorda";"não concorda";"";"";"";"";"masculino";"de R$9370,00 até R$18740,00";"ensino superior incompleto";"amarela";"";"vc8VSg82UGuAKfa9oaFBEN";"2984427";"6df4aca1-dac2-4f1f-95ee-252d1ee4add9";"2017-03-16T00:01:58";"40"
"2017-03-15T15:24:32.758-03";"ac:d0:74:77:ab:b3";"Igor";"Masp";"";"33";"Não sei";"de direita";"";"muito conservador";"muito feminista";"não sei";"";"concorda";"não concorda";"concorda";"concorda";"não concorda";"concorda";"concorda";"concorda";"concorda";"concorda";"concorda";"não concorda";"concorda";"não concorda";"concorda";"concorda";"concorda";"concorda";"concorda";"não concorda";"não concorda";"concorda";"concorda";"não concorda";"";"";"";"";"masculino";"até R$1880,00";"ensino médio incompleto";"parda";"";"vc8VSg82UGuAKfa9oaFBEN";"2984428";"ee170bdf-3454-4e81-9a6b-c0af5e791bf9";"2017-03-16T00:02:05";"41"
"2017-03-15T15:38:41.568-03";"ac:d0:74:77:ab:b3";"Igor";"Masp";"";"22";"PT";"de esquerda";"";"pouco conservador";"muito feminista";"pouco antipetista";"";"não concorda";"não concorda";"não concorda";"concorda";"concorda";"não concorda";"concorda";"concorda";"não concorda";"não concorda";"concorda";"não concorda";"concorda";"concorda";"não concorda";"não concorda";"não concorda";"concorda";"concorda";"não concorda";"não concorda";"concorda";"não concorda";"não sei";"";"";"";"";"masculino";"de R$2810,00 até R$4690,00";"ensino médio incompleto";"branca";"";"vc8VSg82UGuAKfa9oaFBEN";"2984429";"aeb2fbb5-7d78-4133-bfb6-46a9f356982d";"2017-03-16T00:02:05";"42"
"2017-03-15T15:43:19.374-03";"ac:d0:74:77:ab:b3";"Igor";"Masp";"";"45";"PT";"de esquerda";"";"muito conservador";"não sei";"pouco antipetista";"";"concorda";"não concorda";"não concorda";"concorda";"não concorda";"não concorda";"concorda";"concorda";"não concorda";"não concorda";"concorda";"concorda";"não concorda";"concorda";"concorda";"concorda";"não concorda";"não concorda";"concorda";"não concorda";"não concorda";"concorda";"concorda";"concorda";"";"";"";"";"masculino";"de R$4690,00 até R$9370,00";"ensino superior incompleto";"parda";"";"vc8VSg82UGuAKfa9oaFBEN";"2984430";"915bbb5f-90d0-4346-82f4-22e23658bbfe";"2017-03-16T00:02:06";"43"
"2017-03-15T15:51:04.750-03";"ac:d0:74:77:ab:b3";"Igor";"Masp";"";"24";"PT";"nada disso";"";"muito conservador";"nada feminista";"nada antipetista";"";"concorda";"não concorda";"concorda";"concorda";"não concorda";"não concorda";"concorda";"concorda";"não concorda";"não concorda";"concorda";"concorda";"não concorda";"concorda";"concorda";"concorda";"não concorda";"não concorda";"concorda";"não concorda";"não sei";"concorda";"não concorda";"concorda";"";"";"";"";"masculino";"até R$1880,00";"ensino superior incompleto";"parda";"";"vc8VSg82UGuAKfa9oaFBEN";"2984431";"c1e7c478-25eb-4e19-ab2a-500e4cd9f414";"2017-03-16T00:02:08";"44"
"2017-03-15T16:01:41.854-03";"ac:d0:74:77:ab:b3";"Igor";"Masp";"";"34";"PDT";"de esquerda";"";"muito conservador";"pouco feminista";"nada antipetista";"";"não concorda";"não concorda";"concorda";"concorda";"não concorda";"concorda";"concorda";"concorda";"concorda";"não concorda";"concorda";"não concorda";"concorda";"concorda";"não concorda";"não concorda";"não concorda";"concorda";"concorda";"concorda";"não concorda";"concorda";"não concorda";"concorda";"";"";"";"";"masculino";"de R$4690,00 até R$9370,00";"ensino superior completo";"parda";"";"vc8VSg82UGuAKfa9oaFBEN";"2984432";"39708c87-c040-4af9-a1d4-8bb98b91ed10";"2017-03-16T00:02:09";"45"
"2017-03-15T16:10:07.685-03";"ac:d0:74:77:ab:b3";"Igor";"Masp";"";"50";"Nenhum";"de esquerda";"";"pouco conservador";"muito feminista";"nada antipetista";"";"concorda";"concorda";"concorda";"concorda";"concorda";"não concorda";"concorda";"concorda";"não concorda";"não concorda";"não sei";"não sei";"concorda";"concorda";"concorda";"concorda";"não concorda";"concorda";"concorda";"não concorda";"não concorda";"concorda";"não concorda";"concorda";"";"";"";"";"feminino";"até R$1880,00";"ensino superior completo";"preta";"";"vc8VSg82UGuAKfa9oaFBEN";"2984433";"6ee31b09-5b02-4f1a-8d27-476aa1f871ab";"2017-03-16T00:02:09";"46"
"2017-03-15T16:19:04.294-03";"ac:d0:74:77:ab:b3";"Igor";"Masp";"";"69";"Não sei";"nada disso";"";"muito conservador";"muito feminista";"nada antipetista";"";"não concorda";"concorda";"não concorda";"concorda";"não concorda";"concorda";"não concorda";"não sei";"concorda";"não concorda";"não concorda";"não sei";"não concorda";"não concorda";"não concorda";"concorda";"concorda";"não sei";"não concorda";"concorda";"não concorda";"concorda";"concorda";"concorda";"";"";"";"";"feminino";"até R$1880,00";"ensino fundamental incompleto";"preta";"";"vc8VSg82UGuAKfa9oaFBEN";"2984434";"7a5baabc-8d46-4a8a-b85b-b7ae0b3245c7";"2017-03-16T00:02:10";"47"
"2017-03-15T16:27:11.311-03";"ac:d0:74:77:ab:b3";"Igor";"Masp";"";"57";"Nenhum";"nada disso";"";"não sei";"muito feminista";"nada antipetista";"";"concorda";"concorda";"não concorda";"concorda";"não concorda";"concorda";"concorda";"não concorda";"concorda";"concorda";"concorda";"não sei";"não concorda";"concorda";"não concorda";"concorda";"concorda";"concorda";"concorda";"concorda";"não concorda";"concorda";"concorda";"não concorda";"";"";"";"";"feminino";"até R$1880,00";"ensino médio incompleto";"parda";"";"vc8VSg82UGuAKfa9oaFBEN";"2984435";"a34ebf3d-7d2e-4afd-b39e-f15a2434c1aa";"2017-03-16T00:02:11";"48"
"2017-03-15T16:32:40.309-03";"ac:d0:74:77:ab:b3";"Igor";"Masp";"";"42";"Nenhum";"de esquerda";"";"nada conservador";"pouco feminista";"pouco antipetista";"";"não concorda";"não concorda";"concorda";"concorda";"concorda";"não concorda";"concorda";"concorda";"não concorda";"não concorda";"não sei";"não sei";"concorda";"concorda";"não concorda";"não sei";"não concorda";"não sei";"concorda";"não concorda";"não sei";"concorda";"não concorda";"concorda";"";"";"";"";"masculino";"até R$1880,00";"ensino superior completo";"branca";"";"vc8VSg82UGuAKfa9oaFBEN";"2984436";"6d66b052-f652-4a69-8856-180c0fa7a9df";"2017-03-16T00:02:11";"49"
"2017-03-15T16:38:51.218-03";"ac:d0:74:77:ab:b3";"Igor";"Masp";"";"41";"PSOL";"de esquerda";"";"nada conservador";"muito feminista";"nada antipetista";"";"não concorda";"não concorda";"concorda";"concorda";"concorda";"não concorda";"concorda";"concorda";"não concorda";"não concorda";"não concorda";"não concorda";"concorda";"concorda";"não concorda";"não concorda";"não concorda";"concorda";"concorda";"não concorda";"não concorda";"concorda";"não concorda";"concorda";"";"";"";"";"masculino";"de R$9370,00 até R$18740,00";"ensino superior completo";"branca";"";"vc8VSg82UGuAKfa9oaFBEN";"2984437";"7868d689-f5ae-45f1-9428-f4c33b13d6f7";"2017-03-16T00:02:12";"50"
"2017-03-15T16:56:56.277-03";"ac:d0:74:77:ab:b3";"Igor";"Masp";"";"51";"PT";"de esquerda";"";"pouco conservador";"pouco feminista";"nada antipetista";"";"não concorda";"não concorda";"concorda";"concorda";"concorda";"não concorda";"concorda";"concorda";"não concorda";"não concorda";"concorda";"não concorda";"concorda";"concorda";"não concorda";"não concorda";"não concorda";"concorda";"concorda";"não concorda";"não concorda";"concorda";"não concorda";"não sei";"";"";"";"";"feminino";"de R$9370,00 até R$18740,00";"ensino superior completo";"branca";"";"vc8VSg82UGuAKfa9oaFBEN";"2984438";"e206735d-e355-4e41-a021-7d48e0583516";"2017-03-16T00:02:12";"51"
"2017-03-15T17:01:37.473-03";"ac:d0:74:77:ab:b3";"Igor";"Masp";"";"19";"Nenhum";"nada disso";"";"pouco conservador";"muito feminista";"nada antipetista";"";"não concorda";"não concorda";"concorda";"concorda";"concorda";"concorda";"não concorda";"não concorda";"não concorda";"não concorda";"não sei";"não concorda";"concorda";"não concorda";"não concorda";"não concorda";"não concorda";"concorda";"concorda";"não concorda";"concorda";"concorda";"não concorda";"não sei";"";"";"";"";"masculino";"de R$2810,00 até R$4690,00";"ensino superior completo";"outra";"Não faz diferenca";"vc8VSg82UGuAKfa9oaFBEN";"2984439";"b997d788-4737-4775-a7ba-a1fd6e108045";"2017-03-16T00:02:13";"52"
"2017-03-15T17:08:46.892-03";"ac:d0:74:77:ab:b3";"Igor";"Masp";"";"57";"PCdoB";"de esquerda";"";"nada conservador";"pouco feminista";"nada antipetista";"";"não concorda";"não concorda";"concorda";"concorda";"concorda";"concorda";"concorda";"concorda";"não concorda";"não concorda";"concorda";"não concorda";"concorda";"concorda";"não concorda";"não concorda";"não concorda";"concorda";"concorda";"não concorda";"não concorda";"concorda";"não concorda";"concorda";"";"";"";"";"masculino";"de R$4690,00 até R$9370,00";"ensino superior incompleto";"branca";"";"vc8VSg82UGuAKfa9oaFBEN";"2984440";"7abdb7aa-006d-434f-86ee-d0a8b0cb1b63";"2017-03-16T00:02:13";"53"
"2017-03-15T17:13:32.402-03";"ac:d0:74:77:ab:b3";"Igor";"Masp";"";"52";"PSOL";"centro";"mais de squerda";"nada conservador";"muito feminista";"nada antipetista";"";"não concorda";"não concorda";"concorda";"concorda";"concorda";"concorda";"concorda";"concorda";"não concorda";"não concorda";"concorda";"não concorda";"concorda";"concorda";"não concorda";"não concorda";"não concorda";"concorda";"concorda";"não concorda";"não concorda";"concorda";"não concorda";"concorda";"";"";"";"";"feminino";"de R$4690,00 até R$9370,00";"ensino superior completo";"branca";"";"vc8VSg82UGuAKfa9oaFBEN";"2984441";"21082571-8115-4905-a108-40297625d880";"2017-03-16T00:02:16";"54"
"2017-03-15T17:51:31.007-03";"ac:d0:74:77:ab:b3";"Igor";"Masp";"";"46";"Nenhum";"de esquerda";"";"nada conservador";"muito feminista";"nada antipetista";"";"não concorda";"não concorda";"não concorda";"concorda";"concorda";"não concorda";"concorda";"concorda";"não concorda";"não concorda";"concorda";"não concorda";"concorda";"concorda";"não concorda";"não concorda";"não concorda";"concorda";"concorda";"não concorda";"não concorda";"concorda";"não concorda";"concorda";"";"";"";"";"feminino";"de R$4690,00 até R$9370,00";"ensino superior completo";"branca";"";"vc8VSg82UGuAKfa9oaFBEN";"2984442";"5f7dae19-cc7f-4575-9cc3-0f9c38384e43";"2017-03-16T00:02:16";"55"
"2017-03-15T17:56:42.990-03";"ac:d0:74:77:ab:b3";"Igor";"Masp";"";"43";"Nenhum";"nada disso";"";"nada conservador";"nada feminista";"muito antipetista";"";"não concorda";"não concorda";"não concorda";"concorda";"concorda";"concorda";"concorda";"não concorda";"concorda";"concorda";"concorda";"concorda";"concorda";"concorda";"não concorda";"concorda";"não concorda";"concorda";"concorda";"não concorda";"não concorda";"concorda";"não concorda";"concorda";"";"";"";"";"masculino";"de R$4690,00 até R$9370,00";"ensino superior completo";"branca";"";"vc8VSg82UGuAKfa9oaFBEN";"2984443";"1b0b73df-98ef-41b1-ab8c-73fe50ffbeff";"2017-03-16T00:02:17";"56"
"2017-03-26T12:33:39.469-03";"ac:d0:74:8d:08:dc";"Marcelo";"2";"";"68";"Nenhum";"de direita";"";"nada conservador";"pouco feminista";"muito antipetista";"";"concorda";"concorda";"não concorda";"concorda";"não concorda";"concorda";"concorda";"concorda";"concorda";"concorda";"concorda";"não concorda";"não concorda";"concorda";"não concorda";"concorda";"concorda";"concorda";"concorda";"concorda";"concorda";"concorda";"não concorda";"concorda";"";"sim";"sim";"";"feminino";"de R$4690,00 até R$9370,00";"ensino superior completo";"branca";"";"vgn2sjciR5Jk9msQGsMPxT";"3098358";"abb904ec-1557-450e-b827-77e75ec48c5c";"2017-03-26T20:52:17";"57"
"2017-03-26T14:23:41.360-03";"ac:d0:74:8d:08:dc";"Marcelo";"2";"";"61";"Nenhum";"nada disso";"";"pouco conservador";"nada feminista";"muito antipetista";"";"concorda";"não concorda";"não concorda";"não concorda";"não concorda";"não concorda";"concorda";"não concorda";"concorda";"concorda";"não concorda";"concorda";"não concorda";"concorda";"concorda";"concorda";"não concorda";"não concorda";"concorda";"não sei";"concorda";"concorda";"não concorda";"não concorda";"";"não";"não";"";"masculino";"até R$1880,00";"ensino médio completo";"branca";"";"vgn2sjciR5Jk9msQGsMPxT";"3098359";"54c61687-6c28-4153-8d2c-f9ac26ba0c6f";"2017-03-26T20:52:17";"58"
"2017-03-26T14:31:11.408-03";"ac:d0:74:8d:08:dc";"Marcelo";"2";"";"67";"PSDB";"centro";"mais de direita";"muito conservador";"nada feminista";"muito antipetista";"";"concorda";"não concorda";"não concorda";"não concorda";"concorda";"concorda";"concorda";"não concorda";"concorda";"não concorda";"concorda";"concorda";"não concorda";"não concorda";"não concorda";"concorda";"concorda";"não concorda";"não concorda";"não concorda";"concorda";"concorda";"não concorda";"não concorda";"";"não sei";"sim";"";"masculino";"de R$9370,00 até R$18740,00";"ensino superior completo";"branca";"";"vgn2sjciR5Jk9msQGsMPxT";"3098360";"2b8098cf-1abc-4ee7-9810-9b6366ded926";"2017-03-26T20:52:18";"59"
"2017-03-26T14:39:45.435-03";"ac:d0:74:8d:08:dc";"Marcelo";"2";"";"53";"Nenhum";"nada disso";"";"muito conservador";"nada feminista";"muito antipetista";"";"concorda";"não concorda";"não sei";"não concorda";"concorda";"não concorda";"não concorda";"não concorda";"concorda";"concorda";"concorda";"concorda";"concorda";"concorda";"não concorda";"concorda";"concorda";"concorda";"concorda";"não concorda";"concorda";"concorda";"não concorda";"não sei";"";"não";"sim";"";"feminino";"mais de R$18740,00";"ensino superior completo";"branca";"";"vgn2sjciR5Jk9msQGsMPxT";"3098361";"9aa9d42f-bb18-4be1-b972-e1ddbd0ba7e3";"2017-03-26T20:52:18";"60"
"2017-03-26T14:45:56.836-03";"ac:d0:74:8d:08:dc";"Marcelo";"2";"";"62";"NOVO";"de direita";"";"pouco conservador";"nada feminista";"muito antipetista";"";"concorda";"concorda";"concorda";"não concorda";"concorda";"não concorda";"concorda";"não concorda";"concorda";"concorda";"concorda";"concorda";"concorda";"concorda";"não concorda";"concorda";"não concorda";"concorda";"concorda";"não concorda";"não concorda";"não concorda";"não concorda";"concorda";"";"não";"sim";"";"masculino";"de R$1880,00 até R$2810,00";"ensino superior completo";"branca";"";"vgn2sjciR5Jk9msQGsMPxT";"3098362";"2cba1b80-a574-46b8-abea-64f08f4d7a0f";"2017-03-26T20:52:19";"61"
"2017-03-26T14:51:51.776-03";"ac:d0:74:8d:08:dc";"Marcelo";"2";"";"37";"Nenhum";"nada disso";"";"pouco conservador";"pouco feminista";"muito antipetista";"";"não concorda";"concorda";"concorda";"não concorda";"não concorda";"não concorda";"concorda";"não concorda";"concorda";"não concorda";"concorda";"concorda";"concorda";"concorda";"não concorda";"concorda";"não concorda";"concorda";"concorda";"concorda";"concorda";"concorda";"concorda";"não sei";"";"não";"não";"";"masculino";"de R$4690,00 até R$9370,00";"ensino superior completo";"parda";"";"vgn2sjciR5Jk9msQGsMPxT";"3098363";"bb7eceb7-bca2-4d9d-821a-52a9557fdc61";"2017-03-26T20:52:19";"62"
"2017-03-26T14:56:58.863-03";"ac:d0:74:8d:08:dc";"Marcelo";"2";"";"59";"Nenhum";"nada disso";"";"muito conservador";"nada feminista";"muito antipetista";"";"não sei";"não concorda";"não concorda";"não concorda";"concorda";"não concorda";"não concorda";"não concorda";"concorda";"concorda";"concorda";"não sei";"concorda";"concorda";"não concorda";"não concorda";"não concorda";"não sei";"não sei";"não sei";"não concorda";"concorda";"não concorda";"não sei";"";"não";"sim";"";"masculino";"de R$4690,00 até R$9370,00";"ensino superior completo";"branca";"";"vgn2sjciR5Jk9msQGsMPxT";"3098364";"cc9757e3-f28f-4c8b-90e6-e1449ba46ca2";"2017-03-26T20:52:20";"63"
"2017-03-26T15:04:08.305-03";"ac:d0:74:8d:08:dc";"Marcelo";"2";"";"64";"Nenhum";"nada disso";"";"muito conservador";"nada feminista";"muito antipetista";"";"concorda";"não concorda";"não concorda";"não concorda";"não concorda";"concorda";"concorda";"não concorda";"concorda";"concorda";"concorda";"concorda";"não concorda";"concorda";"concorda";"concorda";"não concorda";"não concorda";"concorda";"concorda";"concorda";"concorda";"não concorda";"não concorda";"";"não";"sim";"";"feminino";"até R$1880,00";"ensino fundamental incompleto";"parda";"";"vgn2sjciR5Jk9msQGsMPxT";"3098365";"a11479a3-b760-41c0-9afd-c628db738f5d";"2017-03-26T20:52:20";"64"
