Indicação de data e hora,Entrevistador(a),Horário,Região,Idade,Sexo,Renda,Escolaridade,Cor,Como veio para manifestação,Está satisfeito(a) com o governo Dilma:,Imprensa,Partidos políticos,PT,PSDB,PMDB,REDE,PSOL,ONGs,Movimentos Sociais,Movimento Brasil Livre,Secundaristas,Passe Livre,MST,MTST,Vem Pra Rua,Revoltados Online,Políticos,Aécio Neves,Dilma Rousseff,Eduardo Cunha,Fernando Haddad,Geraldo Alckmin,Jair Bolsonaro,Jean Wyllys,José Serra,Luciana Genro,Lula,Marina Silva,Twitter,Whatsapp,Facebook,Entregar o poder para um político honesto,Entregar o poder para alguém de fora do jogo político,Entregar o poder para os militares,Entregar o poder para um juiz honesto,"Decisões políticas passem a ser tomadas pelos próprios cidadãos por meio de consultas, como os plebiscitos",Fortalecer organizações comunitárias como as ONGs e os movimentos sociais,Lava Jato,Zelotes,CPTM,Mensalão Petista,Mensalão Tucano,Os manifestantes pró-impeachment não querem o fim da corrupção: querem apenas retirar a presidente Dilma,É preciso descriminalizar as drogas para diminuir o encarceramento dos mais pobres,O juiz Sérgio Moro é filiado ao PSDB,Quem protesta contra a corrupção é apenas a classe média que não quer que os mais pobres melhorem de vida.,Os protestos de junho de 2013 foram orquestrados pela direita,Todo tipo de abuso contra a mulher deve ser punido com prisão,Os protestos contra a corrupção são articulados pelos Estados Unidos para se apropriar do pré-sal,Escracho contra quem viola direitos humanos é uma punição justa.,Número do questionário
01/04/2016 08:35:09,Renan Borges,04:58:00,1,42,Feminino,de R$ 2.640 a R$ 4.400,ensino superior completo,Branca,veio espontaneamente,Muito satisfeito,Não confia,Confia pouco,Confia muito,Não confia,Não confia,Não conhece,Confia muito,Confia pouco,Confia muito,Não confia,Não conhece,Confia pouco,Confia muito,Confia muito,Não confia,Não confia,Confia pouco,Não confia,Confia muito,Não confia,Confia muito,Não confia,Não confia,Confia muito,Não confia,Confia muito,Confia muito,Não confia,nada,muito,muito,Não concordo,Não concordo,Não concordo,Não concordo,Concordo em parte,Concordo em parte,É grave,É grave,É grave,Não sei/não conheço,Não sei/não conheço,Concorda,Não sei,Não sei,Concorda,Concorda,Concorda,Concorda,Não sei,1
01/04/2016 08:40:46,Renan,17:09:00,1,47,Feminino,de R$ 4.400 a R$ 8.800,ensino médio completo,Branca,veio espontaneamente,Pouco satisfeito,Confia pouco,Confia pouco,Confia pouco,Não confia,Não confia,Não conhece,Confia muito,Confia pouco,Confia muito,Não confia,Confia muito,Confia muito,Confia muito,Confia muito,Não confia,Não confia,Confia pouco,Não confia,Confia muito,Não confia,Confia muito,Não confia,Não confia,Confia muito,Não confia,Confia muito,Confia muito,Confia muito,nada,nada,nada,Não concordo,Não concordo,Não concordo,Não concordo,Concordo totalmente,Concordo totalmente,É grave,É grave,É grave,É grave,É grave,Concorda,Concorda,Não concorda,Não concorda,Não concorda,Concorda,Concorda,Não sei,2
01/04/2016 08:45:07,Renan,17:16:00,1,27,Masculino,de R$ 2.640 a R$ 4.400,ensino superior completo,,veio espontaneamente,Pouco satisfeito,Não confia,Confia pouco,Confia pouco,Não confia,Não confia,Não confia,Confia muito,Confia pouco,Confia muito,Não confia,Confia muito,Confia pouco,Confia muito,Confia muito,Confia pouco,Não confia,Confia pouco,Não confia,Confia muito,Não confia,Confia muito,Não confia,Não confia,Confia muito,Não confia,Confia muito,Confia muito,Confia pouco,nada,pouco,pouco,Concordo totalmente,Não concordo,Não concordo,Não concordo,Concordo totalmente,Concordo totalmente,É grave,Não sei/não conheço,É grave,É grave,É grave,Concorda,Concorda,Concorda,Não concorda,Concorda,Concorda,Concorda,Concorda,3
01/04/2016 08:49:30,Renan,17:27:00,1,55,Masculino,de R$ 8.800 a R$ 17.600,ensino superior completo,Parda,veio espontaneamente,Pouco satisfeito,Confia pouco,Não confia,Não confia,Não confia,Não confia,Não confia,Não confia,Confia pouco,Confia muito,Confia pouco,Confia muito,Não confia,Confia pouco,Confia pouco,Confia pouco,Não confia,Não confia,Não confia,Confia muito,Não confia,Confia muito,Não confia,Não confia,Não confia,Não confia,Confia pouco,Confia muito,Não confia,nada,nada,nada,Não concordo,Não concordo,Não concordo,Não concordo,Concordo em parte,Concordo totalmente,É grave,É grave,É grave,É grave,É grave,Concorda,Não concorda,Não sei,Concorda,Concorda,Concorda,Não sei,Concorda,4
01/04/2016 08:53:41,Renan,17:37:00,1,60,Feminino,de R$ 4.400 a R$ 8.800,ensino superior completo,Branca,veio espontaneamente,Pouco satisfeito,Não confia,Não confia,Confia pouco,Não confia,Não confia,Confia pouco,Confia muito,Confia pouco,Confia muito,Não confia,Confia muito,Confia muito,Confia muito,Confia muito,Não confia,Não confia,Confia pouco,Não confia,Não confia,Não confia,Confia muito,Não confia,Não confia,Confia muito,Não confia,Confia muito,Confia muito,Não confia,nada,pouco,muito,Concordo em parte,Não concordo,Não concordo,Não concordo,Concordo em parte,Concordo totalmente,É grave,É grave,É grave,Não é grave,É grave,Concorda,Concorda,Concorda,Não sei,Concorda,Concorda,Concorda,Concorda,5
01/04/2016 08:57:35,Renan,17:46:00,1,54,Masculino,de R$ 2.640 a R$ 4.400,ensino médio completo,Parda,veio atendendo convocação do sindicato ou movimento,Muito satisfeito,Não confia,Confia pouco,Confia muito,Não confia,Não confia,Não confia,Confia muito,Confia muito,Confia muito,Não confia,Não conhece,Não confia,Confia muito,Confia muito,Não confia,Não confia,Confia pouco,Não confia,Confia muito,Não confia,Confia muito,Não confia,Não confia,Confia muito,Não confia,Confia muito,Confia muito,Não confia,nada,muito,nada,Concordo totalmente,Não concordo,Não concordo,Não concordo,Concordo totalmente,Concordo totalmente,É grave,É grave,É grave,Não é grave,É grave,Concorda,Concorda,Não concorda,Não concorda,Concorda,Concorda,Concorda,Não concorda,6
01/04/2016 09:00:53,51,18:00:00,1,51,Feminino,de R$ 2.640 a R$ 4.400,ensino superior completo,Branca,veio espontaneamente,Muito satisfeito,Não confia,Confia pouco,Confia muito,Não confia,Não confia,Não conhece,Confia pouco,Confia muito,Confia muito,Confia muito,Confia muito,Confia pouco,Não confia,Confia muito,Não conhece,Não conhece,Confia pouco,Não confia,Confia muito,Não confia,Confia muito,Não confia,Não confia,Não conhece,Não confia,Não conhece,Confia muito,Não confia,pouco,muito,muito,Concordo em parte,Não concordo,Não concordo,Não concordo,Concordo totalmente,Concordo totalmente,É grave,É grave,É grave,É grave,É grave,Concorda,Concorda,Concorda,Não concorda,Concorda,Concorda,Concorda,Concorda,7
01/04/2016 09:04:26,Renan,18:15:00,1,28,Feminino,de R$ 2.640 a R$ 4.400,ensino superior incompleto,,veio espontaneamente,Pouco satisfeito,Não confia,Não confia,Não confia,Não confia,Não confia,Não confia,Confia muito,Confia pouco,Confia muito,Não confia,Confia muito,Confia muito,Confia pouco,Confia pouco,Não conhece,Não confia,Confia pouco,Não confia,Confia muito,Não confia,Confia muito,Não confia,Não confia,Confia muito,Não confia,Confia pouco,Confia pouco,Não confia,nada,muito,muito,Não concordo,Não concordo,Não concordo,Não concordo,Concordo totalmente,Concordo em parte,É grave,Não sei/não conheço,É grave,Não sei/não conheço,Não sei/não conheço,Não concorda,Concorda,Não sei,Não concorda,Não concorda,Concorda,Não concorda,Não concorda,8
01/04/2016 09:22:02,Amanda,16:47:00,3,66,Masculino,de R$ 8.800 a R$ 17.600,ensino superior completo,Branca,veio espontaneamente,Pouco satisfeito,Não confia,Confia pouco,Confia pouco,Não confia,Não confia,Não confia,Confia pouco,,Confia muito,Não confia,Confia muito,Não conhece,Confia muito,Confia muito,Não confia,Não confia,,Não confia,Confia muito,Não confia,Confia muito,Não confia,Não confia,Confia muito,Não confia,Não confia,Confia muito,Não confia,muito,pouco,muito,Não concordo,Não concordo,Não concordo,Não concordo,Concordo em parte,Concordo totalmente,,É grave,É grave,É grave,É grave,Não concorda,Não concorda,Concorda,Não concorda,Não concorda,Não concorda,Não concorda,Não concorda,1
01/04/2016 09:26:30,amanda,17:00:00,3,17,Masculino,"até R$ 1.760,00",ensino médio incompleto,Preta,veio espontaneamente,Pouco satisfeito,Não confia,Confia pouco,Não confia,Não confia,Não confia,Não confia,Confia pouco,Confia pouco,Confia muito,Não confia,Confia muito,Confia pouco,Confia muito,Confia muito,Não conhece,Não confia,Confia pouco,Não confia,Não confia,Não confia,Confia pouco,Não confia,Não confia,Não confia,Não confia,Não confia,Confia muito,Não confia,nada,muito,muito,Não concordo,Não concordo,Não concordo,Não concordo,Concordo totalmente,Concordo em parte,É grave,É grave,É grave,É grave,É grave,Concorda,Concorda,Não sei,Concorda,Não concorda,Concorda,Concorda,Não concorda,2
01/04/2016 09:33:00,amanda,17:08:00,3,20,Feminino,de R$ 2.640 a R$ 4.400,ensino superior incompleto,Branca,veio espontaneamente,Pouco satisfeito,Não confia,Confia pouco,Confia pouco,Não confia,Não confia,Não confia,Confia pouco,Confia pouco,Confia muito,Não conhece,Confia pouco,Confia pouco,Confia muito,Confia muito,Não confia,Não conhece,Confia pouco,Não confia,Confia pouco,Não confia,Confia pouco,Não confia,Não confia,Confia pouco,Não confia,Confia pouco,Confia pouco,Não confia,nada,nada,muito,Não concordo,Não concordo,Não concordo,Não concordo,Concordo totalmente,Concordo totalmente,É grave,Não sei/não conheço,É grave,É grave,É grave,Concorda,Concorda,Concorda,Concorda,Não concorda,Concorda,Concorda,Concorda,3
01/04/2016 09:37:02,amanda,17:21:00,3,61,Masculino,de R$ 4.400 a R$ 8.800,ensino médio completo,Parda,veio espontaneamente,Muito satisfeito,Confia pouco,Confia muito,Confia muito,Confia pouco,Confia pouco,Não confia,Confia pouco,Confia muito,Confia muito,Não conhece,Não conhece,Confia pouco,Confia muito,Confia muito,Não conhece,Não conhece,Confia pouco,Não confia,Confia muito,Não conhece,Confia muito,Não confia,Não conhece,Não conhece,Não confia,Confia muito,Confia muito,Confia pouco,muito,pouco,pouco,Não concordo,Não concordo,Não concordo,Não concordo,Concordo em parte,Concordo totalmente,É grave,Não é grave,É grave,É grave,É grave,Concorda,Concorda,Não concorda,Não concorda,Não concorda,Concorda,Concorda,Concorda,4
01/04/2016 09:40:45,amanda,17:32:00,3,31,Feminino,de R$ 1.760 a R$ 2.640,ensino superior completo,Branca,veio espontaneamente,Nada satisfeito,Não confia,Não confia,Confia pouco,Não confia,Não conhece,Não conhece,Confia pouco,Confia muito,Confia muito,Não conhece,Confia muito,Confia muito,Confia muito,Confia muito,Não conhece,Não conhece,Não confia,Não confia,Confia pouco,Não confia,Confia muito,Não confia,Não confia,Confia muito,Confia pouco,Confia muito,Não confia,Confia pouco,nada,nada,muito,Não concordo,Concordo em parte,Não concordo,Concordo em parte,Concordo totalmente,Concordo totalmente,É grave,Não sei/não conheço,É grave,Não sei/não conheço,É grave,Concorda,Concorda,Não sei,Concorda,Não concorda,Concorda,Não concorda,Não concorda,5
01/04/2016 09:44:01,amanda,17:44:00,3,48,Masculino,de R$ 2.640 a R$ 4.400,ensino médio completo,Parda,veio espontaneamente,Muito satisfeito,Não confia,Não confia,Confia muito,Não confia,Não confia,Não confia,Não confia,Confia pouco,Confia muito,Não conhece,Confia muito,Não confia,Não confia,Confia pouco,Não confia,Não confia,Não confia,Não confia,Confia muito,Não confia,Não confia,Não confia,Não confia,Não conhece,Não confia,Confia pouco,Confia muito,Confia pouco,pouco,nada,nada,Não concordo,Não concordo,Não concordo,Não concordo,Concordo totalmente,Concordo totalmente,É grave,É grave,É grave,Não sei/não conheço,Não sei/não conheço,Concorda,Concorda,Concorda,Concorda,Concorda,Concorda,Concorda,Concorda,6
01/04/2016 09:47:24,amanda,17:54:00,3,51,Feminino,de R$ 8.800 a R$ 17.600,ensino superior completo,Branca,veio espontaneamente,Muito satisfeito,Confia pouco,Não confia,Confia muito,Não confia,Não confia,Não confia,Confia pouco,Não confia,Confia muito,Não conhece,Não conhece,Confia pouco,Não confia,Confia pouco,Não conhece,Não conhece,Não confia,Não confia,Confia muito,Não confia,Não confia,Não confia,Não confia,Confia pouco,Confia pouco,Confia muito,Confia muito,Não confia,nada,pouco,pouco,Concordo totalmente,Concordo totalmente,Não concordo,Concordo em parte,Não concordo,Não concordo,É grave,Não sei/não conheço,É grave,É grave,É grave,Concorda,Concorda,Concorda,Não concorda,Não sei,Concorda,Não sei,Concorda,7
01/04/2016 09:50:34,amanda,18:04:00,3,54,Masculino,de R$ 8.800 a R$ 17.600,ensino superior incompleto,Branca,veio espontaneamente,Pouco satisfeito,Não confia,Não confia,Confia muito,Não confia,Não confia,Não confia,Confia muito,Confia pouco,Confia muito,Não confia,Confia muito,Não confia,Confia muito,Confia muito,Não conhece,Não confia,Não confia,Não confia,Confia muito,Não confia,Confia muito,Não confia,Não confia,Confia muito,Não confia,Confia muito,Confia muito,Não confia,nada,nada,pouco,Concordo em parte,Não concordo,Não concordo,Não concordo,Concordo totalmente,Concordo totalmente,É grave,É grave,É grave,É grave,É grave,Concorda,Concorda,Concorda,Concorda,Concorda,Não concorda,Concorda,Concorda,8
01/04/2016 09:53:49,amanda,18:16:00,3,64,Masculino,de R$ 4.400 a R$ 8.800,ensino médio completo,nenhuma,veio atendendo convocação do sindicato ou movimento,Muito satisfeito,Não confia,Confia pouco,Confia muito,Não confia,Não confia,Confia pouco,Confia pouco,Confia muito,Confia muito,Não conhece,Confia muito,Não confia,Confia muito,Confia muito,Não confia,Não conhece,Confia muito,Não confia,Confia muito,Não confia,Confia muito,Não confia,Não confia,Confia muito,Não confia,Confia muito,Confia muito,Não confia,nada,nada,muito,Não concordo,Não concordo,Não concordo,Não concordo,Concordo totalmente,Concordo totalmente,É grave,É grave,É grave,Não sei/não conheço,É grave,Concorda,Concorda,Concorda,Concorda,Concorda,Concorda,Concorda,Não sei,9
01/04/2016 09:57:14,amanda,18:27:00,3,50,Masculino,de R$ 4.400 a R$ 8.800,ensino superior completo,Branca,veio espontaneamente,Pouco satisfeito,Não confia,Confia pouco,Confia muito,Não confia,Não confia,Não confia,Confia pouco,Confia pouco,Confia muito,Não confia,Confia muito,Confia pouco,Confia muito,Confia muito,Não confia,Não confia,Confia pouco,Não confia,Confia muito,Não confia,Confia muito,Não confia,Não confia,Confia muito,Não confia,Confia pouco,Confia muito,Não confia,nada,nada,pouco,Concordo em parte,Não concordo,Não concordo,Não concordo,Concordo em parte,Concordo totalmente,Não é grave,Não é grave,É grave,Não é grave,É grave,Concorda,Concorda,Não concorda,Concorda,Concorda,Concorda,Concorda,Não sei,10
01/04/2016 10:00:42,amanda,18:37:00,3,67,Feminino,de R$ 4.400 a R$ 8.800,ensino superior completo,Branca,veio espontaneamente,Pouco satisfeito,Confia pouco,Não confia,Não confia,Não confia,Não confia,Não confia,Não confia,Confia muito,Confia pouco,Não conhece,Não conhece,Confia pouco,Confia pouco,Confia pouco,Confia pouco,Não confia,Não confia,Não confia,Confia pouco,Não confia,Confia muito,Não confia,Não confia,Não confia,Confia pouco,Não confia,Confia pouco,Confia pouco,nada,nada,pouco,Concordo em parte,Concordo em parte,Não concordo,Não concordo,Concordo em parte,Concordo em parte,É grave,É grave,É grave,É grave,É grave,Não sei,Concorda,Não sei,Não concorda,Não concorda,Não concorda,Não concorda,Concorda,11
01/04/2016 10:06:45,Enzo Antonacci,18:04:00,II,18,Feminino,"até R$ 1.760,00",ensino superior incompleto,Branca,veio espontaneamente,Pouco satisfeito,Não confia,Não confia,Confia pouco,Não confia,Não confia,Não conhece,Confia pouco,Confia pouco,Confia muito,Não confia,Não conhece,Não conhece,Confia muito,Não conhece,Não conhece,Não confia,Não confia,Não confia,Confia pouco,Não confia,Não conhece,Não confia,Não confia,Confia pouco,Não confia,Não confia,Confia pouco,Não confia,muito,pouco,muito,Não concordo,Não concordo,Não concordo,Não concordo,Concordo totalmente,Concordo totalmente,É grave,Não sei/não conheço,Não sei/não conheço,É grave,É grave,Concorda,Concorda,Não sei,Não concorda,Não concorda,Concorda,Não sei,Não concorda,12
01/04/2016 10:10:53,amanda,18:44:00,3,30,Masculino,de R$ 8.800 a R$ 17.600,ensino superior completo,Branca,veio espontaneamente,Nada satisfeito,Não confia,Não confia,Confia pouco,Não confia,Não confia,Não confia,Confia pouco,Confia pouco,Confia pouco,Não confia,Confia pouco,Confia pouco,Confia pouco,Confia pouco,Não confia,Não confia,Não confia,Não confia,Confia pouco,Não confia,Confia muito,Não confia,Não confia,Confia muito,Não confia,Confia pouco,Confia pouco,Confia pouco,pouco,nada,muito,Concordo em parte,Não concordo,Não concordo,Não concordo,Concordo em parte,Concordo em parte,É grave,É grave,É grave,É grave,É grave,Não concorda,Concorda,Não concorda,Concorda,Não concorda,Concorda,Não sei,Não concorda,12
01/04/2016 10:13:39,amanda,18:54:00,3,64,Masculino,de R$ 1.760 a R$ 2.640,ensino médio completo,Branca,veio atendendo convocação do sindicato ou movimento,Muito satisfeito,Não confia,Não confia,Confia muito,Não confia,Não confia,Não confia,Não confia,Confia pouco,Confia muito,Não confia,Confia pouco,Confia muito,Confia muito,Confia muito,Não conhece,Não conhece,Não confia,Não confia,Confia muito,Não confia,Confia muito,Não confia,Não confia,Não conhece,Não confia,Não conhece,Confia muito,Não confia,muito,muito,muito,Concordo totalmente,Não concordo,Não concordo,Não concordo,Concordo em parte,Concordo totalmente,É grave,É grave,É grave,É grave,É grave,Não concorda,Concorda,Concorda,Concorda,Concorda,Concorda,Concorda,Concorda,13
