Timestamp,Entrevistador,Número do questionário,Horário,Região,1. Idade,2. Sexo,3. Renda familiar,4. Escolaridade,5. Cor,6. Você confia na imprensa?,7. Você confia nos partidos políticos?,Partidos: [8. PT],Partidos: [9. PSDB],Partidos: [10. PMDB],Partidos: [11. Rede],Partidos: [12. PSOL],Partidos: [13. PSTU],14. Você confia nas ONGS?,15. Você confia nos movimentos sociais?,Movimentos: [16. Movimento Brasil Livre],Movimentos: [17. Estudantes secundaristas],Movimentos: [18. MPL],Movimentos: [19. MST],Movimentos: [20. MTST],Movimentos: [21. Vem pra Rua],Movimentos: [22. Revoltados Online],23. Você confia nos políticos?,24. Você votou nas últimas eleições para Presidente?,25. Em quem votou?,26. Você é a favor do Impeachment da presidenta Dilma Rousseff?,27. Você foi em alguma manifestação a favor do Impeachment?,28. Você foi em alguma manifestação contrária ao Impeachment?,"29. Você foi em alguma manifestação pedindo o ""fora todos""?",30. Você se informa sobre política no Twitter?,31. Você se informa sobre política no Whatsapp?,32. Você se informa sobre política no Facebook?,33. Não há grande diferença entre governos de esquerda e de direita.,34. O PT é um partido corrupto.,"35. Conquistas do governo do PT como o Bolsa Família, o FIES e o Minha Casa, Minha Vida melhoraram a vida dos brasileiros",36. Os movimentos sociais deveriam ser independentes dos partidos políticos
5/19/2016 9:37:02,Eloisa Deveze,1,4:20:00 PM,3,16,Masculino,de R$ 1.760 a R$ 2.640,ensino médio incompleto,branca,confia pouco,não confia,não confia,não confia,não confia,não conhece,não confia,não conhece,confia pouco,confia pouco,não conhece,confia muito,confia muito,confia pouco,confia pouco,confia pouco,não confia,não confia,não,,não,não,não,não,nada,pouco,muito,concordo em parte,concordo totalmente,concordo totalmente,concordo totalmente
5/19/2016 9:40:44,Eloisa Deveze,2,4:45:00 PM,3,16,Feminino,"até R$ 1.760,00",ensino médio incompleto,parda,confia pouco,confia pouco,confia pouco,não confia,não confia,não conhece,confia pouco,confia pouco,confia pouco,confia muito,não conhece,confia muito,confia muito,confia pouco,confia pouco,confia pouco,não conhece,não confia,não,,não,não,não,não,muito,nada,muito,não concordo,concordo em parte,concordo totalmente,concordo totalmente
5/19/2016 9:45:33,Eloisa Deveze,3,5:05:00 PM,,19,Feminino,de R$ 2.640 a R$ 4.400,ensino médio completo,branca,não confia,confia pouco,confia pouco,não confia,não confia,não confia,confia pouco,não conhece,confia muito,confia muito,não conhece,confia muito,confia muito,confia muito,confia muito,não confia,não conhece,confia pouco,não,,não,não,sim,não,nada,nada,muito,não concordo,concordo em parte,concordo totalmente,concordo totalmente
5/19/2016 9:50:44,Eloisa Deveze,4,5:10:00 PM,3,18,Feminino,de R$ 8.800 a R$ 17.600,ensino médio completo,amarela,não confia,confia pouco,confia pouco,não confia,não confia,não conhece,confia pouco,não conhece,confia muito,confia muito,não conhece,confia muito,confia muito,confia muito,confia muito,não confia,não conhece,confia pouco,não,,não,não,sim,não,pouco,nada,muito,não concordo,concordo em parte,concordo totalmente,concordo totalmente
5/19/2016 9:54:59,Eloisa Deveze,5,5:20:00 PM,3,17,Feminino,de R$ 1.760 a R$ 2.640,ensino médio completo,parda,não confia,confia pouco,não confia,não confia,não confia,não conhece,confia pouco,confia pouco,confia muito,confia muito,não confia,confia muito,confia muito,confia pouco,confia muito,não confia,não confia,confia pouco,não,,não,não,sim,não,nada,pouco,muito,não concordo,concordo em parte,concordo totalmente,concordo totalmente
5/19/2016 9:59:53,6,6,5:25:00 PM,3,17,Feminino,de R$ 2.640 a R$ 4.400,ensino médio completo,branca,confia pouco,confia pouco,confia pouco,não confia,não confia,não conhece,confia pouco,confia pouco,confia pouco,confia muito,não confia,confia muito,confia muito,confia muito,confia muito,não conhece,não confia,confia pouco,não,,não,não,sim,não,pouco,pouco,muito,não concordo,concordo em parte,concordo totalmente,concordo totalmente
5/19/2016 10:03:41,Eloisa Deveze,7,5:30:00 PM,3,17,Feminino,de R$ 8.800 a R$ 17.600,ensino médio incompleto,branca,confia pouco,não confia,confia pouco,não confia,não confia,não conhece,confia pouco,não confia,confia pouco,confia muito,não conhece,confia muito,confia muito,confia muito,confia muito,confia pouco,não conhece,confia pouco,não,,não,não,sim,não,nada,nada,muito,não concordo,concordo em parte,concordo totalmente,concordo totalmente
5/19/2016 10:07:20,Eloisa Deveze,8,5:38:00 PM,3,17,Feminino,acima de R$ 17.600,ensino médio completo,branca,confia pouco,não confia,confia pouco,não confia,não confia,não conhece,confia pouco,não confia,confia pouco,confia muito,não conhece,confia muito,confia muito,confia muito,confia muito,não confia,não conhece,não confia,não,,não,não,sim,não,pouco,nada,pouco,não concordo,concordo em parte,concordo totalmente,concordo em parte
5/19/2016 10:12:13,Eloisa Deveze,9,5:45:00 PM,3,18,Feminino,acima de R$ 17.600,ensino médio incompleto,branca,não confia,confia pouco,confia pouco,não confia,não confia,não conhece,confia pouco,não confia,confia pouco,confia muito,não conhece,confia muito,confia muito,confia muito,confia muito,não confia,não conhece,confia pouco,não,,não,não,sim,não,nada,nada,pouco,não concordo,concordo em parte,concordo totalmente,concordo em parte
5/19/2016 10:17:05,Eloisa Deveze,10,5:50:00 PM,3,16,Feminino,acima de R$ 17.600,ensino médio incompleto,branca,confia pouco,confia pouco,confia pouco,não confia,não confia,não conhece,confia pouco,não conhece,confia pouco,confia muito,não conhece,confia muito,confia muito,confia muito,confia muito,não confia,não conhece,confia pouco,não,,não,não,sim,não,nada,pouco,nada,não concordo,concordo em parte,concordo totalmente,concordo em parte
5/19/2016 10:21:59,Eloisa Deveze,11,6:00:00 PM,3,18,Feminino,de R$ 2.640 a R$ 4.400,ensino médio completo,branca,confia pouco,não confia,não confia,não confia,não confia,não confia,não confia,não conhece,confia pouco,confia pouco,não conhece,confia muito,confia muito,confia pouco,confia pouco,não conhece,não confia,não confia,não,,não,não,não,não,nada,pouco,pouco,concordo em parte,concordo totalmente,concordo em parte,concordo totalmente
5/19/2016 10:25:40,Eloisa Deveze,12,6:07:00 PM,3,16,Feminino,de R$ 4.400 a R$ 8.800,ensino médio incompleto,preta,confia pouco,não confia,não confia,não confia,não confia,não conhece,confia pouco,não confia,confia pouco,confia muito,não conhece,confia muito,confia pouco,confia pouco,não conhece,não confia,não conhece,não confia,não,,não,não,não,não,muito,muito,muito,concordo em parte,não sei,concordo totalmente,concordo em parte
5/19/2016 10:30:53,Eloisa Deveze,13,6:10:00 PM,3,15,Feminino,de R$ 1.760 a R$ 2.640,ensino médio incompleto,preta,confia pouco,não confia,não confia,não confia,não confia,não conhece,confia pouco,não confia,confia muito,confia muito,não conhece,confia muito,confia pouco,confia pouco,confia pouco,não confia,não confia,não confia,não,,não,não,não,não,nada,muito,muito,concordo em parte,concordo em parte,concordo totalmente,concordo em parte
5/19/2016 10:34:33,Eloisa Deveze,14,6:15:00 PM,3,15,Feminino,de R$ 1.760 a R$ 2.640,ensino médio incompleto,branca,confia pouco,confia pouco,confia pouco,não confia,não confia,não conhece,confia pouco,não conhece,confia muito,confia muito,confia pouco,confia muito,confia muito,confia pouco,confia pouco,confia pouco,não conhece,confia pouco,não,,não,não,sim,não,pouco,nada,pouco,não concordo,concordo em parte,concordo totalmente,concordo totalmente
5/19/2016 10:43:41,Eloisa Deveze,15,6:20:00 PM,3,18,Feminino,de R$ 1.760 a R$ 2.640,ensino médio completo,branca,não confia,não confia,não confia,não confia,não confia,não confia,confia pouco,confia pouco,confia pouco,confia pouco,não confia,confia muito,confia muito,confia pouco,confia pouco,não confia,não confia,não confia,não,,não,não,sim,não,pouco,pouco,muito,concordo em parte,concordo em parte,concordo totalmente,concordo totalmente
5/19/2016 10:47:50,Eloisa Deveze,16,6:25:00 PM,3,18,Feminino,de R$ 2.640 a R$ 4.400,ensino médio completo,branca,não confia,confia pouco,confia pouco,não confia,não confia,não confia,confia pouco,confia pouco,não confia,confia muito,não confia,confia muito,confia muito,confia muito,confia muito,não conhece,não confia,confia pouco,sim,Luciana Genro,não,não,sim,não,nada,pouco,muito,não concordo,não concordo,concordo totalmente,não concordo
5/19/2016 10:52:19,Eloisa Deveze,17,6:30:00 PM,3,17,Feminino,de R$ 4.400 a R$ 8.800,ensino médio incompleto,preta,não confia,não confia,confia pouco,não confia,não confia,não conhece,confia pouco,não conhece,,confia pouco,não conhece,confia muito,confia muito,confia muito,confia muito,confia pouco,não conhece,não confia,não,,não,não,não,não,nada,nada,muito,não concordo,concordo em parte,concordo totalmente,concordo totalmente
5/19/2016 10:55:56,Eloisa Deveze,18,6:35:00 PM,3,16,Feminino,de R$ 2.640 a R$ 4.400,ensino médio incompleto,branca,confia pouco,não confia,não confia,não confia,não confia,não conhece,confia pouco,não conhece,confia muito,confia muito,não conhece,confia muito,confia muito,confia muito,confia muito,confia muito,não conhece,não confia,não,,não,não,não,não,nada,pouco,muito,concordo em parte,concordo em parte,concordo em parte,concordo totalmente
5/19/2016 11:00:27,Eloisa Deveze,19,6:48:00 PM,3,18,Masculino,de R$ 4.400 a R$ 8.800,ensino médio completo,branca,confia pouco,confia pouco,confia pouco,não confia,não confia,não confia,confia pouco,não conhece,confia pouco,confia muito,não conhece,confia muito,confia muito,confia muito,confia muito,confia pouco,não confia,confia pouco,não,,não,não,sim,não,nada,pouco,muito,concordo em parte,concordo em parte,concordo totalmente,concordo em parte
5/19/2016 11:03:56,Eloisa Deveze,20,7:00:00 PM,3,17,Feminino,de R$ 8.800 a R$ 17.600,ensino médio incompleto,branca,confia pouco,confia pouco,confia pouco,não confia,não confia,não confia,confia pouco,confia pouco,confia pouco,confia muito,não confia,confia muito,confia muito,confia muito,confia muito,não conhece,não confia,confia pouco,não,,não,não,sim,não,pouco,pouco,muito,não concordo,concordo em parte,concordo totalmente,concordo totalmente
5/19/2016 14:46:06,Vanda,1,4:43:00 PM,1 frente masp,16,Feminino,"até R$ 1.760,00",ensino médio incompleto,branca,não confia,não confia,não confia,não confia,não confia,não conhece,confia pouco,não confia,confia pouco,confia muito,não conhece,confia muito,confia muito,confia muito,confia muito,não conhece,não conhece,não confia,não,,não,não,não,não,nada,pouco,pouco,concordo em parte,concordo em parte,concordo em parte,concordo totalmente
5/19/2016 14:50:42,Vanda,2,4:47:00 PM,1 frente masp,18,Feminino,"até R$ 1.760,00",ensino médio incompleto,branca,não confia,não confia,não confia,não confia,não confia,não confia,confia pouco,não confia,confia pouco,confia muito,não conhece,confia muito,confia muito,confia muito,confia muito,confia muito,não conhece,não confia,não,,não,não,sim,sim,nada,pouco,muito,não concordo,concordo totalmente,concordo em parte,concordo totalmente
5/19/2016 14:54:33,Vanda,3,4:50:00 PM,1 frente masp,16,Feminino,"até R$ 1.760,00",ensino médio incompleto,branca,não confia,não confia,confia pouco,não confia,não confia,não confia,confia muito,confia pouco,confia muito,confia muito,confia pouco,confia muito,confia muito,confia muito,confia muito,não confia,confia pouco,não confia,não,,não,não,não,não,pouco,nada,muito,não concordo,concordo em parte,concordo totalmente,concordo totalmente
5/19/2016 14:58:01,Vanda,4,4:53:00 PM,1 frente masp,16,Feminino,"até R$ 1.760,00",ensino médio incompleto,parda,não confia,confia pouco,confia pouco,não confia,não confia,confia pouco,confia muito,não confia,confia pouco,confia muito,confia pouco,confia muito,confia muito,confia muito,confia muito,não confia,não conhece,não confia,não,,não,não,não,não,pouco,nada,muito,não concordo,concordo em parte,,concordo totalmente
5/19/2016 15:03:39,Vanda,5,4:57:00 PM,1 frente masp,31,Masculino,de R$ 2.640 a R$ 4.400,ensino superior completo,branca,confia pouco,não confia,não confia,não confia,não confia,não confia,confia pouco,não confia,não confia,confia muito,não confia,confia muito,confia pouco,confia muito,confia muito,não confia,não confia,confia pouco,não,,não,não,não,não,nada,nada,pouco,não concordo,concordo totalmente,concordo em parte,concordo em parte
5/19/2016 15:07:09,Vanda,6,5:01:00 PM,1 frente masp,23,Feminino,"até R$ 1.760,00",ensino médio completo,branca,confia pouco,não confia,confia pouco,confia pouco,confia pouco,confia pouco,confia pouco,confia pouco,confia muito,confia muito,não conhece,confia pouco,confia muito,confia muito,confia muito,confia muito,não conhece,confia pouco,sim,Marina Silva,não,não,não,não,pouco,muito,muito,concordo em parte,não concordo,concordo totalmente,concordo em parte
5/19/2016 15:11:29,Vanda,7,5:04:00 PM,1 frente masp,32,Masculino,"até R$ 1.760,00",ensino médio completo,parda,não confia,não confia,confia pouco,não confia,não confia,não conhece,não confia,não confia,confia pouco,confia pouco,não confia,confia pouco,confia pouco,confia muito,confia muito,não conhece,não conhece,não confia,não,,não,não,não,não,nada,nada,nada,concordo em parte,não sei,concordo totalmente,concordo em parte
5/19/2016 15:15:24,Vanda,8,5:07:00 PM,1 frente masp,45,Masculino,"até R$ 1.760,00",ensino superior completo,branca,não confia,não confia,não confia,não confia,não confia,não confia,não confia,não confia,confia muito,confia muito,não conhece,confia muito,não conhece,confia muito,confia muito,não conhece,não conhece,não confia,sim,Marina Silva,não sei,não,não,não,nada,nada,nada,não concordo,não sei,concordo em parte,concordo totalmente
5/19/2016 15:20:21,Vanda,9,5:10:00 PM,1 frente masp,30,Feminino,"até R$ 1.760,00",ensino médio completo,parda,confia pouco,confia pouco,confia pouco,confia pouco,confia pouco,não conhece,não confia,não confia,confia pouco,confia pouco,não conhece,não conhece,confia pouco,não confia,não confia,confia pouco,confia pouco,não confia,sim,Dilma,sim,não,não,não,nada,nada,nada,concordo em parte,concordo totalmente,concordo totalmente,concordo em parte
5/19/2016 15:24:09,Vanda,10,5:14:00 PM,1 frente masp,28,Feminino,de R$ 4.400 a R$ 8.800,ensino superior incompleto,branca,confia pouco,não confia,não confia,não confia,não confia,não confia,confia pouco,confia muito,não confia,confia muito,não confia,confia muito,confia muito,confia muito,confia muito,não confia,não confia,não confia,sim,Zé Maria,não,não,sim,não,nada,muito,muito,não concordo,concordo totalmente,concordo em parte,não concordo
5/19/2016 15:28:06,Vanda,11,5:17:00 PM,1 frente masp,19,Masculino,,ensino superior incompleto,branca,não confia,não confia,não confia,não confia,não confia,não conhece,confia pouco,confia pouco,confia pouco,confia pouco,não confia,confia muito,confia pouco,confia pouco,confia pouco,confia pouco,confia pouco,não confia,não,,não,não,não,sim,pouco,pouco,muito,concordo em parte,concordo em parte,concordo em parte,concordo totalmente
5/19/2016 15:32:24,Vanda,12,5:21:00 PM,1 frente masp,19,Feminino,de R$ 8.800 a R$ 17.600,ensino superior incompleto,branca,não confia,não confia,não confia,não confia,não confia,não conhece,confia pouco,confia pouco,confia pouco,confia muito,não confia,confia muito,não conhece,confia pouco,confia pouco,não conhece,não conhece,não confia,sim,Nulo,não,não,sim,não,nada,muito,muito,não concordo,concordo em parte,concordo totalmente,concordo totalmente
5/19/2016 15:36:31,Vanda,13,5:24:00 PM,1 frente masp,18,Feminino,de R$ 8.800 a R$ 17.600,ensino superior incompleto,branca,não confia,não confia,não confia,não confia,não confia,não conhece,confia pouco,não conhece,confia pouco,confia muito,não confia,confia muito,confia muito,confia muito,não conhece,não conhece,não conhece,confia pouco,sim,Luciana Genro,não,não,sim,não,nada,pouco,muito,não concordo,concordo totalmente,concordo totalmente,concordo totalmente
5/19/2016 15:40:44,Vanda,14,5:27:00 PM,1 frente masp,18,Masculino,de R$ 8.800 a R$ 17.600,ensino médio incompleto,branca,não confia,confia pouco,confia pouco,não confia,não confia,não confia,confia pouco,confia pouco,confia pouco,confia muito,não conhece,confia muito,confia pouco,confia muito,confia muito,não conhece,não confia,confia pouco,sim,Dilma,não,não,sim,não,nada,nada,pouco,não concordo,não concordo,concordo totalmente,não sei
5/19/2016 15:44:09,Vanda,15,5:30:00 PM,1 frente masp,16,Masculino,de R$ 2.640 a R$ 4.400,ensino médio incompleto,branca,confia pouco,não confia,não confia,não confia,não confia,não confia,não confia,não confia,confia pouco,confia pouco,confia pouco,confia muito,confia muito,confia pouco,não confia,confia muito,confia pouco,não confia,não,,não,não,não,não,pouco,pouco,muito,concordo em parte,concordo totalmente,concordo em parte,concordo totalmente
5/19/2016 15:47:41,Vanda,16,5:34:00 PM,1 frente masp,18,Masculino,de R$ 2.640 a R$ 4.400,ensino superior incompleto,branca,não confia,não confia,não confia,não confia,não confia,não confia,confia pouco,confia muito,não confia,confia muito,não confia,confia muito,confia pouco,confia pouco,confia pouco,não confia,não confia,não confia,não,,não,não,não,sim,pouco,muito,muito,concordo em parte,concordo totalmente,concordo em parte,concordo em parte
5/19/2016 15:51:20,Vanda,17,5:38:00 PM,1 frente masp,18,Masculino,de R$ 2.640 a R$ 4.400,ensino superior incompleto,branca,não confia,confia pouco,não confia,não confia,não confia,não confia,não confia,confia muito,confia pouco,confia muito,não confia,confia muito,confia pouco,confia pouco,confia pouco,não confia,não confia,não confia,sim,Zé Maria,não,não,não,sim,pouco,pouco,muito,concordo em parte,concordo totalmente,concordo em parte,concordo em parte
5/19/2016 15:55:48,Vanda,18,5:41:00 PM,1 frente masp,17,Masculino,de R$ 1.760 a R$ 2.640,ensino médio incompleto,parda,não confia,confia pouco,não confia,não confia,não confia,não confia,confia pouco,não confia,confia pouco,confia muito,confia pouco,confia muito,confia pouco,confia pouco,confia pouco,não confia,não conhece,confia pouco,não,,não,não,não,não,nada,pouco,pouco,concordo em parte,concordo em parte,concordo totalmente,concordo totalmente
5/19/2016 15:59:14,Vanda,19,5:45:00 PM,1 frente masp,16,Feminino,"até R$ 1.760,00",ensino médio incompleto,branca,não confia,não confia,não confia,não confia,não confia,não confia,não confia,não confia,confia pouco,confia muito,confia pouco,confia muito,confia muito,confia muito,confia muito,confia pouco,não confia,não confia,não,,não,não,sim,não,nada,nada,pouco,não sei,concordo em parte,concordo em parte,não sei
5/19/2016 16:02:42,Vanda,20,5:49:00 PM,1 frente masp,18,Masculino,"até R$ 1.760,00",ensino médio incompleto,branca,não confia,não confia,confia pouco,não confia,não confia,não conhece,confia pouco,não conhece,confia muito,confia muito,não confia,confia muito,confia muito,confia muito,confia muito,confia muito,não conhece,não confia,não,,não,não,não,não,nada,pouco,pouco,não concordo,concordo em parte,concordo em parte,concordo em parte
5/19/2016 16:19:02,Andressa Almeida,1,4:28:00 PM,3,17,Feminino,de R$ 2.640 a R$ 4.400,ensino médio completo,preta,não confia,não confia,não confia,não confia,não confia,não confia,confia pouco,não confia,confia muito,confia muito,não conhece,confia muito,confia muito,confia pouco,confia muito,confia muito,confia pouco,não confia,não,,não,não,sim,não,nada,muito,muito,não concordo,concordo em parte,concordo totalmente,concordo totalmente
5/19/2016 16:21:17,Andressa Almeida,2,4:40:00 PM,3,18,Feminino,de R$ 4.400 a R$ 8.800,ensino médio completo,branca,confia pouco,não confia,não confia,não confia,não confia,não confia,confia muito,confia pouco,confia pouco,confia muito,não confia,confia muito,confia muito,confia pouco,confia pouco,não confia,não conhece,não confia,não,,não,não,não,não,nada,pouco,muito,não concordo,concordo em parte,concordo em parte,concordo totalmente
5/19/2016 16:23:35,Andressa Almeida,3,4:58:00 PM,3,16,Masculino,de R$ 4.400 a R$ 8.800,ensino médio incompleto,branca,confia pouco,confia pouco,confia pouco,não confia,não confia,não confia,confia pouco,confia pouco,confia pouco,confia muito,não confia,confia muito,confia pouco,confia pouco,confia muito,não conhece,não confia,não confia,não,,não,não,sim,não,nada,pouco,muito,não concordo,concordo em parte,concordo em parte,concordo em parte
5/19/2016 16:25:54,Andressa Almeida,4,5:10:00 PM,3,50,Masculino,de R$ 4.400 a R$ 8.800,ensino superior completo,preta,confia pouco,não confia,não confia,não confia,não confia,não confia,não confia,não confia,não confia,não confia,não confia,confia muito,confia muito,não confia,confia pouco,não confia,não confia,não confia,sim,Nulo,não,não,não,não,nada,muito,muito,não concordo,concordo totalmente,não concordo,concordo totalmente
5/19/2016 16:29:42,Andressa Almeida,5,5:18:00 PM,3,30,Feminino,de R$ 8.800 a R$ 17.600,ensino superior completo,branca,não confia,confia pouco,confia pouco,não confia,não confia,não confia,confia pouco,não confia,confia pouco,confia muito,confia muito,confia muito,confia muito,confia muito,confia muito,não confia,não confia,confia muito,sim,Dilma,não,não,sim,não,nada,muito,muito,não concordo,não concordo,concordo totalmente,concordo em parte
5/19/2016 16:31:46,Andressa Almeida,7,5:24:00 PM,3,17,Masculino,de R$ 1.760 a R$ 2.640,ensino médio incompleto,branca,não confia,confia pouco,não confia,não confia,não confia,não conhece,não confia,não conhece,confia pouco,confia pouco,confia muito,confia muito,confia pouco,confia pouco,confia pouco,confia pouco,não conhece,confia pouco,não,,não,não,sim,não,nada,pouco,muito,não concordo,concordo em parte,não concordo,concordo totalmente
5/19/2016 16:34:20,Andressa Almeida,6,5:30:00 PM,3,16,Feminino,de R$ 1.760 a R$ 2.640,ensino médio incompleto,branca,não confia,não confia,não confia,não confia,não confia,não conhece,confia pouco,não conhece,confia pouco,confia pouco,confia muito,confia muito,confia pouco,não confia,confia pouco,confia muito,não conhece,não confia,não,,não,não,não,não,nada,pouco,muito,não concordo,concordo em parte,não concordo,concordo totalmente
5/19/2016 16:36:45,Andressa Almeida,8,5:40:00 PM,3,16,Feminino,"até R$ 1.760,00",ensino médio incompleto,branca,confia pouco,não confia,não confia,não confia,não confia,não conhece,não confia,não conhece,confia pouco,confia pouco,confia pouco,confia muito,confia pouco,não confia,não confia,não conhece,não conhece,não confia,não,,não,não,não,não,nada,pouco,muito,não concordo,concordo em parte,concordo em parte,concordo em parte
5/19/2016 16:41:38,Andressa Almeida,9,5:44:00 PM,3,27,Masculino,de R$ 1.760 a R$ 2.640,ensino superior completo,branca,não confia,confia pouco,confia pouco,não confia,não confia,confia pouco,confia pouco,confia pouco,confia pouco,confia pouco,não confia,confia muito,confia muito,confia pouco,confia pouco,não confia,não confia,não confia,sim,Outro,não,não,sim,não,nada,nada,pouco,concordo em parte,concordo em parte,concordo totalmente,concordo totalmente
5/19/2016 16:48:07,Andressa Almeida,10,5:49:00 PM,3,17,Masculino,acima de R$ 17.600,ensino médio completo,branca,confia pouco,confia pouco,confia pouco,não confia,não confia,não conhece,confia muito,confia pouco,confia pouco,confia muito,não confia,confia muito,confia muito,confia pouco,confia pouco,não confia,não confia,confia pouco,não,,não,não,sim,não,nada,pouco,muito,não concordo,concordo em parte,concordo totalmente,concordo totalmente
5/20/2016 8:23:37,Sabrina,1,4:50:00 PM,,,Feminino,de R$ 2.640 a R$ 4.400,ensino médio completo,preta,não confia,não confia,confia pouco,não confia,não confia,não confia,confia pouco,confia pouco,confia muito,confia muito,não confia,confia muito,confia muito,confia muito,confia muito,confia pouco,não conhece,não confia,não,,não,não,sim,não,nada,nada,pouco,não concordo,concordo em parte,concordo totalmente,concordo totalmente
5/20/2016 8:25:42,Sabrina,2,4:37:00 PM,,23,Feminino,de R$ 1.760 a R$ 2.640,ensino superior incompleto,branca,não confia,não confia,não confia,não confia,não confia,não confia,confia pouco,confia pouco,não confia,confia muito,não confia,confia muito,confia pouco,não confia,não confia,não confia,não confia,não confia,sim,Zé Maria,não,não,sim,não,pouco,muito,muito,não concordo,concordo totalmente,concordo em parte,concordo em parte
5/20/2016 8:27:50,Sabrina,3,5:46:00 PM,,17,Feminino,de R$ 4.400 a R$ 8.800,ensino médio completo,parda,não confia,não confia,confia pouco,não confia,confia pouco,confia pouco,confia pouco,confia pouco,confia pouco,confia pouco,confia muito,confia muito,confia pouco,confia muito,confia muito,confia pouco,não confia,não confia,não,,não,não,não,não,nada,pouco,muito,não concordo,não concordo,concordo em parte,concordo totalmente
5/20/2016 8:29:45,Sabrina,4,5:43:00 PM,,18,Feminino,de R$ 1.760 a R$ 2.640,ensino médio completo,branca,não confia,não confia,confia pouco,não confia,não confia,não confia,confia pouco,confia pouco,confia pouco,confia muito,confia pouco,confia muito,confia muito,não confia,confia muito,confia pouco,não confia,confia pouco,não,,não,não,não,não,nada,pouco,pouco,não concordo,concordo em parte,concordo totalmente,concordo totalmente
5/20/2016 8:32:09,Sabrina,5,5:40:00 PM,,24,Feminino,de R$ 2.640 a R$ 4.400,ensino superior incompleto,parda,não confia,confia pouco,confia pouco,não confia,não confia,não confia,confia pouco,não confia,confia pouco,confia muito,não confia,confia muito,confia pouco,confia muito,confia muito,não confia,não confia,confia pouco,sim,Dilma,não,não,não,não,nada,nada,muito,não concordo,não concordo,concordo totalmente,concordo em parte
5/20/2016 8:34:23,Sabrina,6,5:35:00 PM,,17,Feminino,de R$ 1.760 a R$ 2.640,ensino médio incompleto,preta,não confia,confia pouco,confia pouco,não confia,não confia,não confia,confia pouco,confia pouco,confia pouco,confia muito,confia muito,confia muito,confia pouco,confia muito,confia pouco,confia pouco,confia pouco,não confia,não,,não,não,sim,sim,pouco,muito,muito,não concordo,concordo em parte,concordo totalmente,concordo totalmente
5/20/2016 8:36:11,Sabrina,7,5:32:00 PM,,15,Feminino,de R$ 1.760 a R$ 2.640,ensino médio incompleto,parda,confia pouco,não confia,não confia,não confia,não confia,não confia,não confia,não confia,não confia,confia pouco,confia pouco,confia muito,confia muito,confia muito,confia muito,confia muito,não conhece,não confia,não,,não,não,sim,sim,pouco,pouco,pouco,não concordo,concordo em parte,concordo em parte,concordo totalmente
5/20/2016 8:38:18,Sabrina,8,5:21:00 PM,,14,Feminino,de R$ 2.640 a R$ 4.400,ensino médio incompleto,branca,confia pouco,não confia,não confia,não confia,não confia,não confia,não confia,não confia,confia pouco,confia muito,não conhece,confia muito,confia muito,confia muito,confia muito,confia muito,não conhece,não confia,não,,não,não,não,não,pouco,nada,muito,concordo em parte,concordo em parte,concordo em parte,concordo totalmente
5/20/2016 8:40:09,Sabrina,9,5:18:00 PM,,17,,de R$ 2.640 a R$ 4.400,ensino médio incompleto,parda,confia pouco,não confia,não confia,não confia,não confia,não confia,não confia,não confia,confia pouco,confia pouco,confia muito,confia muito,confia muito,confia muito,confia muito,confia muito,não conhece,não confia,não,,não,não,não,sim,nada,nada,pouco,concordo em parte,não sei,concordo em parte,concordo totalmente
5/20/2016 8:42:03,Sabrina,10,5:15:00 PM,,15,Feminino,acima de R$ 17.600,ensino médio incompleto,branca,não confia,não confia,não confia,não confia,não confia,não confia,confia pouco,não confia,confia muito,confia muito,confia muito,confia muito,confia muito,confia muito,confia muito,confia muito,não conhece,não confia,não,,não,não,não,não,nada,pouco,muito,não concordo,concordo totalmente,concordo totalmente,concordo em parte
5/20/2016 8:44:11,Sabrina,11,5:10:00 PM,,18,Feminino,"até R$ 1.760,00",ensino médio completo,preta,confia pouco,confia pouco,confia muito,confia pouco,confia pouco,confia pouco,confia muito,confia pouco,confia muito,confia muito,confia pouco,confia pouco,confia pouco,confia muito,confia muito,confia muito,confia muito,confia pouco,não,,não,não,não,não,nada,muito,muito,não concordo,concordo em parte,concordo totalmente,concordo totalmente
5/20/2016 8:46:11,Sabrina,12,,,16,Feminino,de R$ 4.400 a R$ 8.800,ensino médio incompleto,branca,não confia,confia pouco,confia pouco,não confia,não conhece,não conhece,confia pouco,não conhece,confia muito,confia muito,não conhece,confia muito,confia muito,confia muito,confia muito,confia muito,não conhece,não confia,não,,não,não,não,não,nada,pouco,muito,não concordo,concordo em parte,concordo totalmente,concordo totalmente
5/20/2016 8:48:15,Sabrina,13,5:02:00 PM,,,,de R$ 1.760 a R$ 2.640,ensino médio completo,branca,não confia,não confia,não confia,não confia,não confia,não confia,confia pouco,confia pouco,não confia,confia muito,não confia,confia muito,confia pouco,confia pouco,confia pouco,não confia,não confia,não confia,sim,Luciana Genro,não,não,sim,não,nada,muito,muito,não concordo,concordo em parte,concordo em parte,concordo em parte
5/20/2016 8:50:09,Sabrina,14,6:25:00 PM,,22,Feminino,de R$ 4.400 a R$ 8.800,ensino superior incompleto,parda,não confia,não confia,confia pouco,não confia,não confia,não confia,confia pouco,confia pouco,confia muito,confia muito,não confia,confia muito,confia pouco,confia muito,confia muito,não confia,não confia,não confia,sim,Luciana Genro,não,não,sim,não,nada,nada,pouco,não concordo,concordo em parte,concordo totalmente,concordo em parte
