"start";"end";"Olá, estamos fazendo uma pesquisa acadêmica para conhecer os participantes da marcha. Você poderia responder umas perguntas? Não vai levar mais do que 5 minutos e você não precisa nos dizer o seu nome. ";"Qual é sua idade?";"Quais dos seguintes aspectos foram mais marcantes no assassinato de Marielle Franco? ";"Ela ser uma mulher negra:";"Ela ser uma vereadora eleita: ";"Ela ser uma representante da favela:";"Ela ser uma política íntegra:";"Ela ser defensora de direitos humanos:";"Você é a favor da intervenção do governo federal na segurança pública no Rio de Janeiro?";"Você acha que o exército deve auxiliar a polícia no combate ao crime nas grandes cidades?";"Gostaria de saber se você participou de manifestações nos últimos anos sobre alguns desses temas:";"Gostaria de saber se você participou de manifestações nos últimos anos sobre alguns desses temas:/junho de 2013";"Gostaria de saber se você participou de manifestações nos últimos anos sobre alguns desses temas:/pedindo o impeachment da ex-presidente Dilma Rousseff";"Gostaria de saber se você participou de manifestações nos últimos anos sobre alguns desses temas:/contrária ao impeachment da ex-presidente Dilma Rousseff";"Gostaria de saber se você participou de manifestações nos últimos anos sobre alguns desses temas:/parada LGBT (parada Gay)";"Gostaria de saber se você participou de manifestações nos últimos anos sobre alguns desses temas:/marcha da maconha";"Em quais desses veículos de notícia e opinião você confia? (as respostas são: "confia", "não confia" e "não sei")";"Jornal Folha de São Paulo";"Revista Veja";"Portal UOL";"Site Brasil 247";"Site Noticias Brasil Online";"Site Diário do Centro do Mundo";"Site O Diário Nacional";"Agora, gostaria de saber, entre os partidos políticos brasileiros, com qual você se identifica mais?";"Outro:";"Algumas perguntas agora sobre como você se define.";"Em termos políticos, você se considera de esquerda, de direita, de centro ou nada disso?";"Mas entre esquerda e direita, você é mais de esquerda ou mais de direita?";"No que diz respeito a temas como família, drogas e punição a criminosos, você se considera conservador(a)?";"Você se considera feminista?";"Você se considera antipetista?";"Para terminar, queria agora saber um pouco de você.";"Sexo:";"Outro:";"Somando a sua renda com a renda das pessoas que moram com você, quanto aproximadamente é a renda familiar na sua casa?";"Até que ano você estudou?";"Como você classifica a sua cor?";"Outra:";"E qual é a sua religião? ";"Outra:";"Muito obrigado pelas respostas!";"_id";"_uuid";"_submission_time";"_index"
"2018-03-18T16:53:15.578-03";"2018-03-18T16:59:17.483-03";"";"66";"";"muito marcante";"muito marcante";"muito marcante";"muito marcante";"muito marcante";"não sei";"não";"contrária ao impeachment da ex-presidente Dilma Rousseff";"0";"0";"1";"0";"0";"";"não confia";"não confia";"não confia";"não sei";"não sei";"confia";"não sei";"PT";"";"";"de esquerda";"";"nada conservador";"muito feminista";"pouco antipetista";"";"masculino";"";"";"ensino superior incompleto";"branca";"";"nenhuma";"";"";"9218410";"fedd0c9e-273b-4e47-8e51-d4b27fde76bd";"2018-03-18T21:50:32";"76"
"2018-03-18T17:00:13.479-03";"2018-03-18T17:06:25.799-03";"";"27";"";"muito marcante";"muito marcante";"muito marcante";"um pouco marcante";"muito marcante";"não";"não";"junho de 2013 contrária ao impeachment da ex-presidente Dilma Rousseff parada LGBT (parada Gay)";"1";"0";"1";"1";"0";"";"não sei";"não confia";"não sei";"confia";"não sei";"confia";"não sei";"PSOL";"";"";"de esquerda";"";"nada conservador";"muito feminista";"pouco antipetista";"";"feminino";"";"de R$ 4.770 a R$ 9.540";"ensino superior completo";"branca";"";"nenhuma";"";"";"9218411";"0084c2b4-b97b-4dbc-b0fc-5608b1fb6bab";"2018-03-18T21:50:33";"77"
"2018-03-18T17:11:19.740-03";"2018-03-18T17:18:11.515-03";"";"32";"";"muito marcante";"muito marcante";"muito marcante";"muito marcante";"muito marcante";"não";"não";"contrária ao impeachment da ex-presidente Dilma Rousseff parada LGBT (parada Gay)";"0";"0";"1";"1";"0";"";"não confia";"não confia";"não confia";"não confia";"não confia";"não sei";"não confia";"PSOL";"";"";"de esquerda";"";"pouco conservador";"muito feminista";"pouco antipetista";"";"feminino";"";"de R$ 4.770 a R$ 9.540";"ensino superior completo";"outra";"Branca/amarela";"nenhuma";"";"";"9218412";"6fc53a9d-5508-4fd6-898d-e4ef97854e28";"2018-03-18T21:50:33";"78"
"2018-03-18T17:18:27.714-03";"2018-03-18T17:23:42.140-03";"";"36";"";"muito marcante";"muito marcante";"muito marcante";"muito marcante";"muito marcante";"não";"não";"contrária ao impeachment da ex-presidente Dilma Rousseff parada LGBT (parada Gay)";"0";"0";"1";"1";"0";"";"não confia";"não confia";"não sei";"não sei";"não sei";"não sei";"não confia";"PSOL";"";"";"de esquerda";"";"nada conservador";"muito feminista";"nada antipetista";"";"feminino";"";"de R$ 2.862 a R$ 4.770";"ensino superior completo";"branca";"";"nenhuma";"";"";"9218414";"efe4d45e-fb4e-4ee2-a0fd-85d182fd415e";"2018-03-18T21:50:34";"79"
"2018-03-18T17:25:40.719-03";"2018-03-18T17:32:14.144-03";"";"20";"";"muito marcante";"muito marcante";"muito marcante";"muito marcante";"muito marcante";"não";"não";"junho de 2013 contrária ao impeachment da ex-presidente Dilma Rousseff marcha da maconha";"1";"0";"1";"0";"1";"";"não sei";"não confia";"confia";"não sei";"não sei";"não sei";"não sei";"PSOL";"";"";"de esquerda";"";"pouco conservador";"não sei";"não sei";"";"masculino";"";"de R$ 1.908 a R$ 2.862 ";"ensino superior incompleto";"parda";"";"umbanda";"";"";"9218416";"94cb19c4-ea07-43ab-b61a-d09265c677e2";"2018-03-18T21:50:35";"80"
"2018-03-18T17:32:17.021-03";"2018-03-18T17:45:44.788-03";"";"43";"";"muito marcante";"muito marcante";"muito marcante";"muito marcante";"muito marcante";"não";"não";"junho de 2013 contrária ao impeachment da ex-presidente Dilma Rousseff parada LGBT (parada Gay)";"1";"0";"1";"1";"0";"";"não confia";"não confia";"não confia";"confia";"não sei";"confia";"não sei";"PSOL";"";"";"de esquerda";"";"pouco conservador";"muito feminista";"pouco antipetista";"";"feminino";"";"de R$ 2.862 a R$ 4.770";"ensino superior completo";"outra";"Misturada a gente é Brasil";"nenhuma";"";"";"9218418";"981fbe6e-e45c-4f2f-b358-20bae7c95559";"2018-03-18T21:50:36";"81"
"2018-03-18T17:47:03.133-03";"2018-03-18T17:52:04.051-03";"";"29";"";"muito marcante";"muito marcante";"muito marcante";"muito marcante";"muito marcante";"não";"não";"junho de 2013 contrária ao impeachment da ex-presidente Dilma Rousseff parada LGBT (parada Gay)";"1";"0";"1";"1";"0";"";"não sei";"não confia";"não confia";"não confia";"não sei";"não confia";"não sei";"não sei";"";"";"de esquerda";"";"nada conservador";"muito feminista";"nada antipetista";"";"feminino";"";"";"ensino superior completo";"branca";"";"nenhuma";"";"";"9218419";"3638f47c-ad9e-421c-b874-35a0eaf4455e";"2018-03-18T21:50:37";"82"
"2018-03-18T17:53:22.221-03";"2018-03-18T17:59:39.054-03";"";"42";"";"muito marcante";"muito marcante";"muito marcante";"muito marcante";"muito marcante";"não";"sim";"junho de 2013 parada LGBT (parada Gay) marcha da maconha";"1";"0";"0";"1";"1";"";"não sei";"não confia";"não sei";"confia";"não sei";"não sei";"não sei";"nenhum";"";"";"nada disso";"";"nada conservador";"pouco feminista";"não sei";"";"outro";"Bissexual";"de R$ 4.770 a R$ 9.540";"ensino superior completo";"outra";"Miscigenação";"espírita/ kardecista";"";"";"9218422";"fd2e8e9b-552b-4a7e-8da2-55ea8cb61ff9";"2018-03-18T21:50:37";"83"
"2018-03-18T18:02:31.680-03";"2018-03-18T18:11:12.020-03";"";"20";"";"muito marcante";"muito marcante";"muito marcante";"muito marcante";"muito marcante";"não";"não";"marcha da maconha";"0";"0";"0";"0";"1";"";"não sei";"não sei";"não confia";"não sei";"não sei";"não sei";"não sei";"nenhum";"";"";"nada disso";"";"nada conservador";"pouco feminista";"nada antipetista";"";"feminino";"";"de R$ 1.908 a R$ 2.862 ";"ensino superior incompleto";"preta";"";"outra";"Candomblé";"";"9218423";"135fe871-4a37-46f1-ac62-f13afed68355";"2018-03-18T21:50:38";"84"
"2018-03-18T13:24:40.340-03";"2018-03-18T13:30:01.522-03";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"9218433";"8277a3a7-f735-4aed-99f1-72c4b07a6293";"2018-03-18T21:51:51";"85"
"2018-03-18T15:00:28.976-03";"2018-03-18T15:09:44.748-03";"";"43";"";"muito marcante";"muito marcante";"muito marcante";"muito marcante";"muito marcante";"não";"não";"junho de 2013 contrária ao impeachment da ex-presidente Dilma Rousseff parada LGBT (parada Gay)";"1";"0";"1";"1";"0";"";"não confia";"não confia";"não confia";"não confia";"não confia";"não confia";"não confia";"PSOL";"";"";"de esquerda";"";"nada conservador";"muito feminista";"nada antipetista";"";"feminino";"";"de R$ 2.862 a R$ 4.770";"ensino superior completo";"branca";"";"nenhuma";"";"";"9218434";"7e615bda-53f0-495b-bab3-557c1dad3447";"2018-03-18T21:51:52";"86"
"2018-03-18T15:10:00.173-03";"2018-03-18T15:15:53.030-03";"";"";"";"muito marcante";"muito marcante";"muito marcante";"muito marcante";"muito marcante";"não";"não";"contrária ao impeachment da ex-presidente Dilma Rousseff parada LGBT (parada Gay)";"0";"0";"1";"1";"0";"";"não confia";"não confia";"não confia";"confia";"não sei";"confia";"não sei";"PT";"";"";"de esquerda";"";"nada conservador";"muito feminista";"nada antipetista";"";"feminino";"";"de R$ 4.770 a R$ 9.540";"ensino superior completo";"branca";"";"nenhuma";"";"";"9218435";"e995787c-1ef2-406d-a013-c33f3baceb55";"2018-03-18T21:51:53";"87"
"2018-03-18T15:15:56.182-03";"2018-03-18T15:20:24.813-03";"";"62";"";"muito marcante";"muito marcante";"muito marcante";"muito marcante";"muito marcante";"não";"não";"contrária ao impeachment da ex-presidente Dilma Rousseff";"0";"0";"1";"0";"0";"";"não confia";"não confia";"não confia";"confia";"não sei";"confia";"não sei";"PT";"";"";"de esquerda";"";"nada conservador";"muito feminista";"nada antipetista";"";"feminino";"";"de R$ 4.770 a R$ 9.540";"ensino superior completo";"branca";"";"nenhuma";"";"";"9218437";"4421199f-5445-49a8-804e-e42ef0676ca6";"2018-03-18T21:51:53";"88"
"2018-03-18T15:21:29.777-03";"2018-03-18T15:27:23.329-03";"";"32";"";"muito marcante";"muito marcante";"muito marcante";"muito marcante";"muito marcante";"não";"não";"junho de 2013 contrária ao impeachment da ex-presidente Dilma Rousseff parada LGBT (parada Gay)";"1";"0";"1";"1";"0";"";"não confia";"não confia";"não confia";"confia";"não sei";"não sei";"não sei";"PSOL";"";"";"de centro";"";"nada conservador";"muito feminista";"nada antipetista";"";"feminino";"";"de R$ 4.770 a R$ 9.540";"ensino superior completo";"parda";"";"nenhuma";"";"";"9218438";"dc75c405-dca3-4e08-93e8-8ccf5bf9bfb4";"2018-03-18T21:51:54";"89"
"2018-03-18T15:27:27.230-03";"2018-03-18T15:33:19.792-03";"";"37";"";"muito marcante";"um pouco marcante";"muito marcante";"um pouco marcante";"muito marcante";"não";"não";"junho de 2013 contrária ao impeachment da ex-presidente Dilma Rousseff parada LGBT (parada Gay)";"1";"0";"1";"1";"0";"";"não confia";"não confia";"não confia";"confia";"não sei";"confia";"não sei";"PT";"";"";"de esquerda";"";"nada conservador";"não sei";"nada antipetista";"";"masculino";"";"de R$ 4.770 a R$ 9.540";"ensino superior completo";"parda";"";"nenhuma";"";"";"9218439";"5e6a50b1-2edb-4b34-b338-809ea697b974";"2018-03-18T21:51:56";"90"
"2018-03-18T15:34:25.017-03";"2018-03-18T15:43:57.528-03";"";"23";"";"muito marcante";"um pouco marcante";"muito marcante";"um pouco marcante";"muito marcante";"não";"não";"junho de 2013 parada LGBT (parada Gay)";"1";"0";"0";"1";"0";"";"não confia";"não confia";"não confia";"não confia";"não confia";"não confia";"não confia";"nenhum";"";"";"nada disso";"";"nada conservador";"pouco feminista";"nada antipetista";"";"feminino";"";"de R$ 2.862 a R$ 4.770";"ensino superior completo";"amarela";"";"nenhuma";"";"";"9218440";"87407ae9-fdc0-4e72-8490-07eb642b0b7a";"2018-03-18T21:51:57";"91"
"2018-03-18T15:44:01.642-03";"2018-03-18T15:49:26.245-03";"";"21";"";"muito marcante";"muito marcante";"muito marcante";"muito marcante";"muito marcante";"não";"não";"junho de 2013 contrária ao impeachment da ex-presidente Dilma Rousseff parada LGBT (parada Gay) marcha da maconha";"1";"0";"1";"1";"1";"";"não confia";"não confia";"não confia";"não sei";"não sei";"confia";"não sei";"nenhum";"";"";"de esquerda";"";"nada conservador";"muito feminista";"nada antipetista";"";"feminino";"";"de R$ 1.908 a R$ 2.862 ";"ensino superior incompleto";"";"";"nenhuma";"";"";"9218441";"d2c22e5a-946e-4219-90ca-41f91a62b602";"2018-03-18T21:51:57";"92"
"2018-03-18T15:49:37.784-03";"2018-03-18T15:56:12.995-03";"";"30";"";"muito marcante";"muito marcante";"muito marcante";"muito marcante";"muito marcante";"não";"não";"junho de 2013 contrária ao impeachment da ex-presidente Dilma Rousseff";"1";"0";"1";"0";"0";"";"não sei";"não confia";"não sei";"não sei";"não sei";"não sei";"não sei";"nenhum";"";"";"de esquerda";"";"nada conservador";"muito feminista";"nada antipetista";"";"feminino";"";"de R$ 9.540 a R$ 19.080";"ensino superior completo";"branca";"";"outra";"Budista";"";"9218442";"79afbf1f-efe6-4a63-9ad2-5fa4db410b0d";"2018-03-18T21:51:58";"93"
"2018-03-18T15:56:17.255-03";"2018-03-18T16:01:15.621-03";"";"29";"";"muito marcante";"muito marcante";"muito marcante";"muito marcante";"muito marcante";"não";"não";"junho de 2013 contrária ao impeachment da ex-presidente Dilma Rousseff parada LGBT (parada Gay) marcha da maconha";"1";"0";"1";"1";"1";"";"não confia";"não confia";"não confia";"não confia";"não confia";"não confia";"não sei";"nenhum";"";"";"de esquerda";"";"nada conservador";"muito feminista";"pouco antipetista";"";"masculino";"";"de R$ 1.908 a R$ 2.862 ";"ensino superior incompleto";"branca";"";"nenhuma";"";"";"9218443";"27e85fc0-d30a-4f91-b476-e0f2719dc676";"2018-03-18T21:51:59";"94"
"2018-03-18T16:02:18.147-03";"2018-03-18T16:08:42.512-03";"";"37";"";"muito marcante";"muito marcante";"muito marcante";"";"um pouco marcante";"não";"não";"junho de 2013 contrária ao impeachment da ex-presidente Dilma Rousseff parada LGBT (parada Gay)";"1";"0";"1";"1";"0";"";"não sei";"não confia";"não confia";"não sei";"não sei";"confia";"não sei";"PSOL";"";"";"de esquerda";"";"nada conservador";"muito feminista";"pouco antipetista";"";"masculino";"";"de R$ 4.770 a R$ 9.540";"ensino superior completo";"branca";"";"nenhuma";"";"";"9218444";"9d624d5c-34b9-4197-b58c-f16d77812319";"2018-03-18T21:51:59";"95"
"2018-03-18T16:08:46.061-03";"2018-03-18T16:13:51.495-03";"";"52";"";"muito marcante";"muito marcante";"muito marcante";"muito marcante";"muito marcante";"não";"não";"junho de 2013 contrária ao impeachment da ex-presidente Dilma Rousseff parada LGBT (parada Gay) marcha da maconha";"1";"0";"1";"1";"1";"";"não confia";"não confia";"não confia";"confia";"não sei";"confia";"não sei";"PT";"";"";"de esquerda";"";"nada conservador";"muito feminista";"nada antipetista";"";"masculino";"";"de R$ 4.770 a R$ 9.540";"ensino superior completo";"branca";"";"nenhuma";"";"";"9218445";"a8d28e69-63de-4248-9a63-b59bcfff2370";"2018-03-18T21:52:00";"96"
"2018-03-18T16:13:55.811-03";"2018-03-18T16:17:30.651-03";"";"41";"";"muito marcante";"um pouco marcante";"muito marcante";"muito marcante";"muito marcante";"não";"não";"junho de 2013 contrária ao impeachment da ex-presidente Dilma Rousseff parada LGBT (parada Gay)";"1";"0";"1";"1";"0";"";"não confia";"não confia";"não confia";"confia";"não sei";"não sei";"não sei";"PT";"";"";"de esquerda";"";"nada conservador";"muito feminista";"nada antipetista";"";"feminino";"";"de R$ 4.770 a R$ 9.540";"ensino superior completo";"branca";"";"nenhuma";"";"";"9218446";"5e82e1bb-1b7d-46b8-a5e9-552c0829f165";"2018-03-18T21:52:01";"97"
"2018-03-18T16:17:33.495-03";"2018-03-18T16:21:39.110-03";"";"33";"";"muito marcante";"muito marcante";"muito marcante";"muito marcante";"muito marcante";"não";"não";"junho de 2013 parada LGBT (parada Gay) marcha da maconha";"1";"0";"0";"1";"1";"";"não confia";"não confia";"não confia";"não confia";"não confia";"não sei";"não confia";"nenhum";"";"";"não sei";"";"nada conservador";"muito feminista";"não sei";"";"feminino";"";"de R$ 2.862 a R$ 4.770";"ensino superior completo";"branca";"";"outra";"Soma de todas";"";"9218447";"64464182-a371-4157-86f0-9cb7745c9f48";"2018-03-18T21:52:01";"98"
"2018-03-18T16:27:13.995-03";"2018-03-18T16:33:12.865-03";"";"70";"";"muito marcante";"muito marcante";"muito marcante";"muito marcante";"muito marcante";"não";"não";"contrária ao impeachment da ex-presidente Dilma Rousseff";"0";"0";"1";"0";"0";"";"não confia";"não confia";"não confia";"confia";"não sei";"confia";"não sei";"PT";"";"";"de esquerda";"";"nada conservador";"muito feminista";"nada antipetista";"";"feminino";"";"de R$ 2.862 a R$ 4.770";"ensino superior completo";"branca";"";"nenhuma";"";"";"9218448";"0944564d-1170-42d4-bc7b-3b6d27187d3b";"2018-03-18T21:52:02";"99"
"2018-03-18T16:33:39.320-03";"2018-03-18T16:42:42.278-03";"";"41";"";"muito marcante";"muito marcante";"muito marcante";"muito marcante";"muito marcante";"não";"não";"contrária ao impeachment da ex-presidente Dilma Rousseff";"0";"0";"1";"0";"0";"";"não confia";"não confia";"não confia";"não sei";"não sei";"confia";"não sei";"nenhum";"";"";"nada disso";"";"nada conservador";"muito feminista";"nada antipetista";"";"feminino";"";"de R$ 4.770 a R$ 9.540";"ensino superior completo";"preta";"";"nenhuma";"";"";"9218449";"4c5a164e-4479-45a3-9a36-8b31ca8f83a7";"2018-03-18T21:52:03";"100"
"2018-03-18T16:42:45.872-03";"2018-03-18T16:48:25.641-03";"";"27";"";"muito marcante";"muito marcante";"muito marcante";"muito marcante";"muito marcante";"não";"não sei";"";"";"";"";"";"";"";"confia";"não confia";"confia";"não sei";"não sei";"não sei";"não sei";"nenhum";"";"";"de centro";"mais de esquerda";"nada conservador";"muito feminista";"nada antipetista";"";"masculino";"";"de R$ 2.862 a R$ 4.770";"ensino superior completo";"branca";"";"católica";"";"";"9218450";"5ea74038-ebb2-4527-b1f6-d5ed51c3289d";"2018-03-18T21:52:03";"101"
"2018-03-18T16:48:29.270-03";"2018-03-18T16:56:58.515-03";"";"34";"";"muito marcante";"muito marcante";"muito marcante";"muito marcante";"muito marcante";"não";"não";"junho de 2013 contrária ao impeachment da ex-presidente Dilma Rousseff parada LGBT (parada Gay)";"1";"0";"1";"1";"0";"";"não confia";"não confia";"não confia";"não confia";"não confia";"não confia";"não confia";"nenhum";"";"";"de esquerda";"";"nada conservador";"pouco feminista";"nada antipetista";"";"masculino";"";"de R$ 1.908 a R$ 2.862 ";"ensino superior completo";"branca";"";"nenhuma";"";"";"9218451";"64f47944-0eff-4aae-9c04-ca0269bdaa1b";"2018-03-18T21:52:04";"102"
"2018-03-18T16:57:04.257-03";"2018-03-18T17:02:13.671-03";"";"20";"";"muito marcante";"muito marcante";"muito marcante";"um pouco marcante";"muito marcante";"não sei";"sim";"contrária ao impeachment da ex-presidente Dilma Rousseff";"0";"0";"1";"0";"0";"";"confia";"não confia";"confia";"não sei";"não sei";"não sei";"não sei";"Rede";"";"";"de esquerda";"";"nada conservador";"não sei";"pouco antipetista";"";"masculino";"";"acima de R$ 19.080";"ensino superior incompleto";"branca";"";"católica";"";"";"9218452";"c8ad3bba-2584-4e59-900d-6dbe6bbd338c";"2018-03-18T21:52:06";"103"
"2018-03-18T17:02:58.716-03";"2018-03-18T17:09:25.683-03";"";"56";"";"muito marcante";"muito marcante";"muito marcante";"muito marcante";"muito marcante";"não";"não";"junho de 2013 contrária ao impeachment da ex-presidente Dilma Rousseff parada LGBT (parada Gay)";"1";"0";"1";"1";"0";"";"não confia";"não confia";"não confia";"não sei";"não sei";"confia";"não sei";"PSOL";"";"";"de esquerda";"";"pouco conservador";"muito feminista";"pouco antipetista";"";"masculino";"";"de R$ 4.770 a R$ 9.540";"ensino superior completo";"branca";"";"nenhuma";"";"";"9218453";"e87813cd-86a2-47b1-8bef-0af7f9327491";"2018-03-18T21:52:06";"104"
"2018-03-18T17:09:48.612-03";"2018-03-18T17:15:28.463-03";"";"58";"";"muito marcante";"muito marcante";"muito marcante";"muito marcante";"muito marcante";"não";"não";"junho de 2013 contrária ao impeachment da ex-presidente Dilma Rousseff parada LGBT (parada Gay) marcha da maconha";"1";"0";"1";"1";"1";"";"não confia";"não confia";"não sei";"confia";"não confia";"não sei";"não sei";"PSOL";"";"";"de esquerda";"";"nada conservador";"pouco feminista";"nada antipetista";"";"feminino";"";"de R$ 4.770 a R$ 9.540";"ensino superior completo";"preta";"";"nenhuma";"";"";"9218454";"39818159-65da-446b-84fa-b3a31ebef174";"2018-03-18T21:52:08";"105"
"2018-03-18T17:16:34.077-03";"2018-03-18T17:21:50.993-03";"";"54";"";"muito marcante";"muito marcante";"muito marcante";"muito marcante";"muito marcante";"não";"não";"contrária ao impeachment da ex-presidente Dilma Rousseff parada LGBT (parada Gay)";"0";"0";"1";"1";"0";"";"não confia";"não confia";"não confia";"não sei";"não sei";"confia";"não sei";"PT";"";"";"de esquerda";"";"nada conservador";"muito feminista";"nada antipetista";"";"feminino";"";"de R$ 4.770 a R$ 9.540";"ensino superior completo";"branca";"";"espírita/ kardecista";"";"";"9218455";"1cd9855b-9258-43e7-90e7-30b389d99c90";"2018-03-18T21:52:09";"106"
"2018-03-18T17:21:54.871-03";"2018-03-18T17:42:58.596-03";"";"22";"";"muito marcante";"muito marcante";"muito marcante";"muito marcante";"muito marcante";"não";"não";"junho de 2013 contrária ao impeachment da ex-presidente Dilma Rousseff";"1";"0";"1";"0";"0";"";"não confia";"não confia";"não confia";"confia";"não confia";"não confia";"não confia";"PSOL";"";"";"de esquerda";"";"nada conservador";"muito feminista";"não sei";"";"feminino";"";"de R$ 1.908 a R$ 2.862 ";"ensino superior completo";"parda";"";"nenhuma";"";"";"9218458";"a53065bb-3a63-456d-accb-091064176f9a";"2018-03-18T21:52:15";"107"
"2018-03-18T17:43:28.251-03";"2018-03-18T17:48:45.945-03";"";"22";"";"muito marcante";"muito marcante";"muito marcante";"um pouco marcante";"muito marcante";"não";"não";"junho de 2013 contrária ao impeachment da ex-presidente Dilma Rousseff parada LGBT (parada Gay) marcha da maconha";"1";"0";"1";"1";"1";"";"não confia";"não confia";"confia";"não sei";"não sei";"confia";"não sei";"nenhum";"";"";"de esquerda";"";"nada conservador";"não sei";"nada antipetista";"";"masculino";"";"de R$ 2.862 a R$ 4.770";"ensino superior completo";"preta";"";"umbanda";"";"";"9218460";"6edfcbbf-a5f9-474b-9d06-9aa26cf0e3d0";"2018-03-18T21:52:18";"108"
"2018-03-18T17:52:31.634-03";"2018-03-18T17:57:10.173-03";"";"26";"";"muito marcante";"muito marcante";"muito marcante";"muito marcante";"muito marcante";"não";"não";"junho de 2013 contrária ao impeachment da ex-presidente Dilma Rousseff parada LGBT (parada Gay)";"1";"0";"1";"1";"0";"";"não confia";"não confia";"não confia";"não sei";"não sei";"confia";"não sei";"nenhum";"";"";"de esquerda";"";"nada conservador";"muito feminista";"não sei";"";"masculino";"";"até R$ 1.908";"ensino superior completo";"outra";"Latino ";"outra";"Candomblé";"";"9218462";"eb0b4f80-c223-464b-a7b2-a46e2b5e5a22";"2018-03-18T21:52:21";"109"
"2018-03-18T17:57:59.424-03";"2018-03-18T18:03:12.831-03";"";"37";"";"muito marcante";"muito marcante";"muito marcante";"muito marcante";"muito marcante";"não";"não";"junho de 2013 contrária ao impeachment da ex-presidente Dilma Rousseff";"1";"0";"1";"0";"0";"";"não confia";"não confia";"não confia";"confia";"não sei";"confia";"não sei";"PCdoB";"";"";"de esquerda";"";"nada conservador";"muito feminista";"nada antipetista";"";"masculino";"";"de R$ 4.770 a R$ 9.540";"ensino superior completo";"branca";"";"nenhuma";"";"";"9218463";"dd9cd562-31cc-4e86-85aa-9f01bd07da93";"2018-03-18T21:52:22";"110"
"2018-03-18T14:36:02.952-03";"2018-03-18T14:42:37.202-03";"";"23";"";"muito marcante";"muito marcante";"muito marcante";"um pouco marcante";"muito marcante";"não";"não";"junho de 2013 contrária ao impeachment da ex-presidente Dilma Rousseff parada LGBT (parada Gay) marcha da maconha";"1";"0";"1";"1";"1";"";"não confia";"não confia";"não confia";"não confia";"não sei";"não sei";"não sei";"PSOL";"";"";"de esquerda";"mais de esquerda";"nada conservador";"muito feminista";"nada antipetista";"";"masculino";"";"de R$ 9.540 a R$ 19.080";"ensino superior incompleto";"branca";"";"nenhuma";"";"";"9218472";"97a5d7e6-7c29-4a9a-8194-a892fcb4d4b3";"2018-03-18T21:53:27";"111"
"2018-03-18T14:45:05.519-03";"2018-03-18T14:50:39.550-03";"";"19";"";"muito marcante";"muito marcante";"muito marcante";"muito marcante";"muito marcante";"não";"não";"junho de 2013 parada LGBT (parada Gay) marcha da maconha";"1";"0";"0";"1";"1";"";"confia";"não confia";"não confia";"não sei";"não sei";"confia";"não sei";"PT";"";"";"de esquerda";"";"nada conservador";"muito feminista";"nada antipetista";"";"feminino";"";"de R$ 1.908 a R$ 2.862 ";"ensino médio completo";"preta";"";"nenhuma";"";"";"9218473";"2675f0f2-2835-451a-8bfc-361366549645";"2018-03-18T21:53:28";"112"
"2018-03-18T14:50:43.997-03";"2018-03-18T14:57:28.861-03";"";"19";"";"muito marcante";"um pouco marcante";"muito marcante";"muito marcante";"muito marcante";"não";"sim";"contrária ao impeachment da ex-presidente Dilma Rousseff parada LGBT (parada Gay)";"0";"0";"1";"1";"0";"";"confia";"não confia";"confia";"não sei";"não sei";"não sei";"não sei";"PSOL";"";"";"de esquerda";"";"nada conservador";"pouco feminista";"nada antipetista";"";"outro";"Intersexo";"de R$ 1.908 a R$ 2.862 ";"ensino médio incompleto";"branca";"";"nenhuma";"";"";"9218474";"749a2660-5e96-48b7-9503-d8766c8245ad";"2018-03-18T21:53:29";"113"
"2018-03-18T14:57:57.801-03";"2018-03-18T15:09:58.025-03";"";"30";"";"muito marcante";"muito marcante";"muito marcante";"muito marcante";"muito marcante";"não";"não";"junho de 2013 contrária ao impeachment da ex-presidente Dilma Rousseff parada LGBT (parada Gay) marcha da maconha";"1";"0";"1";"1";"1";"";"não confia";"não confia";"não confia";"não sei";"não sei";"não sei";"não sei";"PSOL";"";"";"de esquerda";"";"nada conservador";"pouco feminista";"nada antipetista";"";"feminino";"";"até R$ 1.908";"ensino superior completo";"indígena";"";"nenhuma";"";"";"9218475";"652e4d30-0209-4548-9a87-f953e974bb49";"2018-03-18T21:53:30";"114"
"2018-03-18T15:10:02.064-03";"2018-03-18T15:14:40.012-03";"";"36";"";"muito marcante";"muito marcante";"muito marcante";"muito marcante";"muito marcante";"não";"não";"junho de 2013 contrária ao impeachment da ex-presidente Dilma Rousseff parada LGBT (parada Gay) marcha da maconha";"1";"0";"1";"1";"1";"";"não confia";"não confia";"confia";"não sei";"não sei";"não sei";"não sei";"PSOL";"";"";"de esquerda";"";"nada conservador";"pouco feminista";"nada antipetista";"";"outro";"Gênero masculino ";"de R$ 1.908 a R$ 2.862 ";"ensino superior incompleto";"branca";"";"nenhuma";"";"";"9218476";"e87dc97b-66a5-414a-9a89-0b38e403b316";"2018-03-18T21:53:31";"115"
