"start";"end";"Olá, estamos fazendo uma pesquisa acadêmica para conhecer os participantes da marcha. Você poderia responder umas perguntas? Não vai levar mais do que 5 minutos e você não precisa nos dizer o seu nome. ";"Qual é sua idade?";"Quais dos seguintes aspectos foram mais marcantes no assassinato de Marielle Franco? ";"Ela ser uma mulher negra:";"Ela ser uma vereadora eleita: ";"Ela ser uma representante da favela:";"Ela ser uma política íntegra:";"Ela ser defensora de direitos humanos:";"Você é a favor da intervenção do governo federal na segurança pública no Rio de Janeiro?";"Você acha que o exército deve auxiliar a polícia no combate ao crime nas grandes cidades?";"Gostaria de saber se você participou de manifestações nos últimos anos sobre alguns desses temas:";"Gostaria de saber se você participou de manifestações nos últimos anos sobre alguns desses temas:/junho de 2013";"Gostaria de saber se você participou de manifestações nos últimos anos sobre alguns desses temas:/pedindo o impeachment da ex-presidente Dilma Rousseff";"Gostaria de saber se você participou de manifestações nos últimos anos sobre alguns desses temas:/contrária ao impeachment da ex-presidente Dilma Rousseff";"Gostaria de saber se você participou de manifestações nos últimos anos sobre alguns desses temas:/parada LGBT (parada Gay)";"Gostaria de saber se você participou de manifestações nos últimos anos sobre alguns desses temas:/marcha da maconha";"Em quais desses veículos de notícia e opinião você confia? (as respostas são: "confia", "não confia" e "não sei")";"Jornal Folha de São Paulo";"Revista Veja";"Portal UOL";"Site Brasil 247";"Site Noticias Brasil Online";"Site Diário do Centro do Mundo";"Site O Diário Nacional";"Agora, gostaria de saber, entre os partidos políticos brasileiros, com qual você se identifica mais?";"Outro:";"Algumas perguntas agora sobre como você se define.";"Em termos políticos, você se considera de esquerda, de direita, de centro ou nada disso?";"Mas entre esquerda e direita, você é mais de esquerda ou mais de direita?";"No que diz respeito a temas como família, drogas e punição a criminosos, você se considera conservador(a)?";"Você se considera feminista?";"Você se considera antipetista?";"Para terminar, queria agora saber um pouco de você.";"Sexo:";"Outro:";"Somando a sua renda com a renda das pessoas que moram com você, quanto aproximadamente é a renda familiar na sua casa?";"Até que ano você estudou?";"Como você classifica a sua cor?";"Outra:";"E qual é a sua religião? ";"Outra:";"Muito obrigado pelas respostas!";"_id";"_uuid";"_submission_time";"_index"
"2018-03-18T14:59:46.332-03";"2018-03-18T15:08:44.115-03";"";"18";"";"muito marcante";"muito marcante";"muito marcante";"muito marcante";"muito marcante";"não";"não";"";"";"";"";"";"";"";"confia";"não sei";"confia";"não sei";"não sei";"não sei";"não sei";"não sei";"";"";"de esquerda";"mais de esquerda";"nada conservador";"muito feminista";"pouco antipetista";"";"feminino";"";"de R$ 9.540 a R$ 19.080";"ensino superior incompleto";"branca";"";"nenhuma";"";"";"9218630";"b961510c-66c5-417e-87a1-ae273f5310ab";"2018-03-18T22:03:16";"238"
"2018-03-18T15:08:50.814-03";"2018-03-18T15:14:10.259-03";"";"49";"";"muito marcante";"muito marcante";"muito marcante";"muito marcante";"muito marcante";"não";"não";"junho de 2013 contrária ao impeachment da ex-presidente Dilma Rousseff parada LGBT (parada Gay)";"1";"0";"1";"1";"0";"";"não sei";"não confia";"não sei";"não confia";"não confia";"confia";"não sei";"PSOL";"";"";"de esquerda";"mais de esquerda";"nada conservador";"muito feminista";"nada antipetista";"";"feminino";"";"de R$ 4.770 a R$ 9.540";"ensino superior completo";"preta";"";"espírita/ kardecista";"";"";"9218631";"b4be968b-6406-4e0a-a3d3-a123430411c4";"2018-03-18T22:03:17";"239"
"2018-03-18T15:14:15.282-03";"2018-03-18T15:21:48.381-03";"";"29";"";"muito marcante";"muito marcante";"muito marcante";"muito marcante";"muito marcante";"não";"não";"contrária ao impeachment da ex-presidente Dilma Rousseff parada LGBT (parada Gay)";"0";"0";"1";"1";"0";"";"não sei";"não confia";"não sei";"não confia";"não sei";"não sei";"não sei";"PSOL";"";"";"de esquerda";"mais de esquerda";"nada conservador";"muito feminista";"nada antipetista";"";"masculino";"";"até R$ 1.908";"ensino superior incompleto";"outra";"Não sabe";"outra";"Música";"";"9218632";"ff9a284d-b5fd-4253-a68f-b231a963d30a";"2018-03-18T22:03:17";"240"
"2018-03-18T15:22:01.228-03";"2018-03-18T15:28:26.080-03";"";"26";"";"muito marcante";"muito marcante";"muito marcante";"não muito marcante";"muito marcante";"não";"não";"junho de 2013 parada LGBT (parada Gay)";"1";"0";"0";"1";"0";"";"confia";"não confia";"não sei";"não confia";"não confia";"não confia";"não sei";"nenhum";"";"";"de esquerda";"mais de esquerda";"nada conservador";"muito feminista";"nada antipetista";"";"masculino";"";"de R$ 9.540 a R$ 19.080";"ensino superior completo";"branca";"";"nenhuma";"";"";"9218633";"8bb64115-99f7-4df5-9581-1b63325b1ac0";"2018-03-18T22:03:18";"241"
"2018-03-18T15:28:30.262-03";"2018-03-18T15:37:29.117-03";"";"30";"";"muito marcante";"muito marcante";"muito marcante";"muito marcante";"muito marcante";"sim";"sim";"junho de 2013";"1";"0";"0";"0";"0";"";"não sei";"não confia";"confia";"não sei";"não sei";"não sei";"não sei";"PSOL";"";"";"nada disso";"";"não sei";"muito feminista";"não sei";"";"masculino";"";"até R$ 1.908";"ensino superior incompleto";"outra";"Afro latino americano";"outra";"Espiritualista";"";"9218634";"bde95096-c284-4bd6-af80-8cb3bd30a4d9";"2018-03-18T22:03:19";"242"
"2018-03-18T15:38:28.958-03";"2018-03-18T15:45:38.204-03";"";"25";"";"muito marcante";"um pouco marcante";"muito marcante";"muito marcante";"muito marcante";"não sei";"sim";"junho de 2013 contrária ao impeachment da ex-presidente Dilma Rousseff parada LGBT (parada Gay)";"1";"0";"1";"1";"0";"";"confia";"não confia";"confia";"não confia";"não confia";"não confia";"não confia";"PT";"";"";"de centro";"mais de esquerda";"nada conservador";"muito feminista";"nada antipetista";"";"masculino";"";"de R$ 4.770 a R$ 9.540";"ensino superior completo";"preta";"";"espírita/ kardecista";"";"";"9218635";"5d8d9ef2-fa5a-4dd5-9c2f-c56f5d5e471c";"2018-03-18T22:03:20";"243"
"2018-03-18T15:46:00.970-03";"2018-03-18T15:53:40.037-03";"";"26";"";"um pouco marcante";"muito marcante";"muito marcante";"muito marcante";"muito marcante";"não";"não";"junho de 2013 marcha da maconha";"1";"0";"0";"0";"1";"";"não sei";"não confia";"confia";"não sei";"não sei";"não sei";"não sei";"nenhum";"";"";"de centro";"mais de esquerda";"nada conservador";"pouco feminista";"nada antipetista";"";"masculino";"";"de R$ 1.908 a R$ 2.862 ";"ensino superior completo";"branca";"";"nenhuma";"";"";"9218636";"166ee785-c112-4c67-8fd5-4168f24947a2";"2018-03-18T22:03:20";"244"
"2018-03-18T15:53:44.030-03";"2018-03-18T16:01:34.422-03";"";"55";"";"muito marcante";"muito marcante";"muito marcante";"muito marcante";"muito marcante";"sim";"não";"contrária ao impeachment da ex-presidente Dilma Rousseff parada LGBT (parada Gay)";"0";"0";"1";"1";"0";"";"não sei";"não confia";"não sei";"não sei";"não sei";"não sei";"não sei";"nenhum";"";"";"de esquerda";"mais de esquerda";"nada conservador";"pouco feminista";"nada antipetista";"";"masculino";"";"de R$ 4.770 a R$ 9.540";"ensino superior completo";"branca";"";"nenhuma";"";"";"9218637";"e15af108-d112-42d3-bf8c-7857cb4fe823";"2018-03-18T22:03:21";"245"
"2018-03-18T16:01:55.004-03";"2018-03-18T16:09:57.146-03";"";"39";"";"muito marcante";"muito marcante";"muito marcante";"muito marcante";"muito marcante";"não";"não";"junho de 2013 contrária ao impeachment da ex-presidente Dilma Rousseff parada LGBT (parada Gay)";"1";"0";"1";"1";"0";"";"não confia";"não confia";"não confia";"não confia";"não confia";"não confia";"não confia";"nenhum";"";"";"de esquerda";"mais de esquerda";"não sei";"pouco feminista";"nada antipetista";"";"masculino";"";"de R$ 2.862 a R$ 4.770";"ensino superior completo";"preta";"";"nenhuma";"";"";"9218638";"d6150c5e-a63c-4826-abb6-d90c56c0aa16";"2018-03-18T22:03:22";"246"
"2018-03-18T16:10:30.246-03";"2018-03-18T16:17:45.281-03";"";"26";"";"muito marcante";"muito marcante";"muito marcante";"um pouco marcante";"muito marcante";"não sei";"não sei";"";"";"";"";"";"";"";"confia";"não sei";"não sei";"não confia";"não confia";"não confia";"não sei";"PSDB";"";"";"de centro";"mais de direita";"nada conservador";"pouco feminista";"nada antipetista";"";"masculino";"";"de R$ 1.908 a R$ 2.862 ";"ensino superior completo";"preta";"";"nenhuma";"";"";"9218639";"8aa279db-bb37-418d-94e9-f8dbe81f0314";"2018-03-18T22:03:22";"247"
"2018-03-18T16:17:53.108-03";"2018-03-18T16:28:47.511-03";"";"62";"";"muito marcante";"muito marcante";"muito marcante";"muito marcante";"muito marcante";"não";"não";"junho de 2013 contrária ao impeachment da ex-presidente Dilma Rousseff parada LGBT (parada Gay) marcha da maconha";"1";"0";"1";"1";"1";"";"não sei";"não confia";"não confia";"confia";"não sei";"confia";"não sei";"PT";"";"";"de esquerda";"";"nada conservador";"pouco feminista";"nada antipetista";"";"outro";"Sexualmte ativo e passivo";"de R$ 1.908 a R$ 2.862 ";"ensino superior completo";"preta";"";"umbanda";"";"";"9218640";"3bfcb4ca-3e6b-4f86-90ce-4ee2d04af3ab";"2018-03-18T22:03:23";"248"
"2018-03-18T16:29:00.176-03";"2018-03-18T16:37:16.953-03";"";"23";"";"muito marcante";"muito marcante";"muito marcante";"muito marcante";"muito marcante";"não";"não";"parada LGBT (parada Gay)";"0";"0";"0";"1";"0";"";"confia";"não confia";"confia";"não confia";"não sei";"não confia";"não sei";"PT";"";"";"de esquerda";"";"nada conservador";"muito feminista";"nada antipetista";"";"masculino";"";"de R$ 2.862 a R$ 4.770";"ensino superior completo";"parda";"";"evangélica não pentecostal";"";"";"9218642";"bcd8ed72-9f64-4c3c-a263-153b73d65b06";"2018-03-18T22:03:24";"249"
"2018-03-18T16:38:23.481-03";"2018-03-18T16:46:55.263-03";"";"22";"";"muito marcante";"muito marcante";"muito marcante";"muito marcante";"muito marcante";"não";"não";"junho de 2013 contrária ao impeachment da ex-presidente Dilma Rousseff marcha da maconha";"1";"0";"1";"0";"1";"";"não confia";"não confia";"não confia";"não sei";"não sei";"não confia";"não confia";"PT";"";"";"de esquerda";"";"pouco conservador";"muito feminista";"nada antipetista";"";"feminino";"";"de R$ 4.770 a R$ 9.540";"ensino superior incompleto";"preta";"";"espírita/ kardecista";"";"";"9218643";"a7207e8c-4fa2-45dc-a63d-c7e57c9837ee";"2018-03-18T22:03:25";"250"
"2018-03-18T16:47:48.103-03";"2018-03-18T16:52:38.931-03";"";"34";"";"muito marcante";"muito marcante";"um pouco marcante";"muito marcante";"muito marcante";"não";"não";"junho de 2013 contrária ao impeachment da ex-presidente Dilma Rousseff parada LGBT (parada Gay)";"1";"0";"1";"1";"0";"";"não confia";"não confia";"não confia";"confia";"confia";"não confia";"não sei";"nenhum";"";"";"nada disso";"";"nada conservador";"muito feminista";"nada antipetista";"";"feminino";"";"de R$ 2.862 a R$ 4.770";"ensino superior completo";"branca";"";"outra";"Xamanismo";"";"9218644";"b28fc913-624e-41e6-8a55-2dec34c66032";"2018-03-18T22:03:26";"251"
"2018-03-18T16:52:58.180-03";"2018-03-18T16:59:28.420-03";"";"40";"";"muito marcante";"muito marcante";"muito marcante";"muito marcante";"muito marcante";"não";"não";"junho de 2013 contrária ao impeachment da ex-presidente Dilma Rousseff parada LGBT (parada Gay)";"1";"0";"1";"1";"0";"";"não confia";"não confia";"não confia";"confia";"não confia";"confia";"não sei";"PT";"";"";"de esquerda";"";"nada conservador";"pouco feminista";"pouco antipetista";"";"masculino";"";"de R$ 4.770 a R$ 9.540";"ensino superior completo";"branca";"";"nenhuma";"";"";"9218645";"4d6c07b0-237e-4af9-8b59-fa866b9b6328";"2018-03-18T22:03:26";"252"
"2018-03-18T16:59:35.450-03";"2018-03-18T17:07:05.150-03";"";"30";"";"muito marcante";"muito marcante";"muito marcante";"muito marcante";"muito marcante";"não";"sim";"junho de 2013 contrária ao impeachment da ex-presidente Dilma Rousseff parada LGBT (parada Gay) marcha da maconha";"1";"0";"1";"1";"1";"";"não confia";"não confia";"não confia";"não confia";"não sei";"não sei";"não sei";"PT";"";"";"de esquerda";"";"nada conservador";"muito feminista";"pouco antipetista";"";"masculino";"";"de R$ 1.908 a R$ 2.862 ";"ensino superior completo";"branca";"";"nenhuma";"";"";"9218646";"60f28489-c125-477b-b68a-1fe3fd86aef0";"2018-03-18T22:03:27";"253"
"2018-03-18T17:07:13.085-03";"2018-03-18T17:13:33.130-03";"";"51";"";"muito marcante";"muito marcante";"muito marcante";"muito marcante";"muito marcante";"não";"não";"contrária ao impeachment da ex-presidente Dilma Rousseff parada LGBT (parada Gay)";"0";"0";"1";"1";"0";"";"não confia";"não confia";"não confia";"confia";"não sei";"confia";"não sei";"PSOL";"";"";"de esquerda";"";"nada conservador";"muito feminista";"nada antipetista";"";"feminino";"";"de R$ 2.862 a R$ 4.770";"ensino superior completo";"branca";"";"nenhuma";"";"";"9218647";"71808e5d-8bc1-410f-aa29-c8a42a673906";"2018-03-18T22:03:28";"254"
"2018-03-18T17:14:01.199-03";"2018-03-18T17:25:22.504-03";"";"26";"";"muito marcante";"muito marcante";"muito marcante";"muito marcante";"muito marcante";"sim";"não";"junho de 2013 parada LGBT (parada Gay)";"1";"0";"0";"1";"0";"";"não confia";"não confia";"não confia";"não confia";"não confia";"não confia";"não confia";"PSOL";"";"";"de esquerda";"";"nada conservador";"muito feminista";"pouco antipetista";"";"feminino";"";"até R$ 1.908";"ensino superior completo";"branca";"";"católica";"";"";"9218648";"1cc842db-4d44-429e-b953-7272381bde80";"2018-03-18T22:03:28";"255"
"2018-03-18T17:18:58.606-03";"2018-03-18T17:24:57.651-03";"";"33";"";"muito marcante";"muito marcante";"muito marcante";"muito marcante";"muito marcante";"não";"não";"junho de 2013 contrária ao impeachment da ex-presidente Dilma Rousseff parada LGBT (parada Gay)";"1";"0";"1";"1";"0";"";"confia";"não confia";"confia";"não confia";"não sei";"não confia";"não sei";"PSOL";"";"";"de esquerda";"";"nada conservador";"muito feminista";"nada antipetista";"";"feminino";"";"de R$ 9.540 a R$ 19.080";"ensino superior completo";"amarela";"";"nenhuma";"";"";"9218649";"60b9d900-c1f5-4629-bf60-51f0f13cc605";"2018-03-18T22:03:29";"256"
"2018-03-18T17:26:10.251-03";"2018-03-18T17:31:53.221-03";"";"49";"";"muito marcante";"muito marcante";"muito marcante";"muito marcante";"muito marcante";"não";"não";"junho de 2013 contrária ao impeachment da ex-presidente Dilma Rousseff parada LGBT (parada Gay)";"1";"0";"1";"1";"0";"";"não confia";"não confia";"não confia";"não confia";"não confia";"não confia";"não confia";"PSOL";"";"";"de esquerda";"";"nada conservador";"muito feminista";"nada antipetista";"";"feminino";"";"de R$ 4.770 a R$ 9.540";"ensino superior completo";"branca";"";"umbanda";"";"";"9218650";"4ca6d340-95c7-40fd-abba-041ecb5f5ec7";"2018-03-18T22:03:30";"257"
"2018-03-18T17:38:51.250-03";"2018-03-18T17:44:12.081-03";"";"25";"";"muito marcante";"muito marcante";"muito marcante";"muito marcante";"muito marcante";"não";"não";"parada LGBT (parada Gay) marcha da maconha";"0";"0";"0";"1";"1";"";"não confia";"não confia";"não confia";"não sei";"não sei";"não sei";"não sei";"PSOL";"";"";"de esquerda";"";"nada conservador";"pouco feminista";"muito antipetista";"";"feminino";"";"de R$ 4.770 a R$ 9.540";"ensino superior completo";"preta";"";"outra";"Budismo";"";"9218651";"b2b2337e-20b1-4965-83e8-83f108be2319";"2018-03-18T22:03:31";"258"
"2018-03-18T17:45:27.846-03";"2018-03-18T17:51:20.570-03";"";"36";"";"muito marcante";"não muito marcante";"muito marcante";"muito marcante";"muito marcante";"não";"não";"parada LGBT (parada Gay)";"0";"0";"0";"1";"0";"";"não confia";"não confia";"não confia";"não sei";"não confia";"não sei";"não confia";"PSOL";"";"";"de esquerda";"";"nada conservador";"muito feminista";"nada antipetista";"";"masculino";"";"de R$ 4.770 a R$ 9.540";"ensino superior completo";"branca";"";"outra";"Candomblé";"";"9218652";"cc6dc5ee-c940-4e43-8181-9f9308094c00";"2018-03-18T22:03:31";"259"
"2018-03-18T17:54:43.411-03";"2018-03-18T18:00:49.608-03";"";"34";"";"muito marcante";"muito marcante";"muito marcante";"um pouco marcante";"muito marcante";"não";"não";"junho de 2013 contrária ao impeachment da ex-presidente Dilma Rousseff";"1";"0";"1";"0";"0";"";"não confia";"não confia";"não confia";"não sei";"não sei";"confia";"não sei";"PT";"";"";"de esquerda";"";"nada conservador";"muito feminista";"nada antipetista";"";"masculino";"";"de R$ 2.862 a R$ 4.770";"ensino superior completo";"branca";"";"nenhuma";"";"";"9218653";"5cf3f134-4c5f-41fc-8f30-a79c8f4e4952";"2018-03-18T22:03:32";"260"
"2018-03-18T18:02:59.906-03";"2018-03-18T18:16:49.527-03";"";"43";"";"muito marcante";"muito marcante";"muito marcante";"muito marcante";"muito marcante";"não";"não";"contrária ao impeachment da ex-presidente Dilma Rousseff parada LGBT (parada Gay)";"0";"0";"1";"1";"0";"";"não confia";"não confia";"confia";"confia";"não sei";"confia";"não sei";"PT";"";"";"de esquerda";"";"pouco conservador";"muito feminista";"nada antipetista";"";"feminino";"";"até R$ 1.908";"ensino médio incompleto";"parda";"";"nenhuma";"";"";"9218654";"931b477e-9532-481e-9661-d3e08973392b";"2018-03-18T22:03:32";"261"
"2018-03-18T15:04:24.839-03";"2018-03-18T18:17:03.401-03";"";"18";"";"muito marcante";"muito marcante";"muito marcante";"muito marcante";"muito marcante";"não";"não";"junho de 2013 contrária ao impeachment da ex-presidente Dilma Rousseff parada LGBT (parada Gay) marcha da maconha";"1";"0";"1";"1";"1";"";"confia";"não confia";"não sei";"não sei";"não sei";"não sei";"não sei";"PSOL";"";"";"de esquerda";"";"nada conservador";"muito feminista";"pouco antipetista";"";"feminino";"";"de R$ 1.908 a R$ 2.862 ";"ensino superior incompleto";"parda";"";"nenhuma";"";"";"9218659";"6b2aba70-e288-41c6-a255-8c9f587c19a9";"2018-03-18T22:04:35";"262"
"2018-03-18T15:10:45.229-03";"2018-03-18T15:14:15.987-03";"";"20";"";"muito marcante";"muito marcante";"muito marcante";"muito marcante";"muito marcante";"não";"não";"junho de 2013 contrária ao impeachment da ex-presidente Dilma Rousseff parada LGBT (parada Gay) marcha da maconha";"1";"0";"1";"1";"1";"";"não sei";"não confia";"não sei";"não confia";"não confia";"não sei";"não sei";"PSOL";"";"";"de esquerda";"";"nada conservador";"muito feminista";"nada antipetista";"";"masculino";"";"de R$ 2.862 a R$ 4.770";"ensino superior incompleto";"parda";"";"nenhuma";"";"";"9218660";"8bb8140e-337a-4d70-b70b-70f5497e472d";"2018-03-18T22:04:36";"263"
"2018-03-18T15:15:42.164-03";"2018-03-18T15:21:05.505-03";"";"46";"";"muito marcante";"muito marcante";"muito marcante";"muito marcante";"muito marcante";"não";"não";"junho de 2013";"1";"0";"0";"0";"0";"";"confia";"não confia";"não sei";"não sei";"não sei";"não sei";"confia";"PSOL";"";"";"de esquerda";"";"nada conservador";"muito feminista";"pouco antipetista";"";"feminino";"";"de R$ 9.540 a R$ 19.080";"ensino superior completo";"branca";"";"católica";"";"";"9218661";"c680311a-83e4-467f-ab7b-0d42ea3732a5";"2018-03-18T22:04:37";"264"
"2018-03-18T15:27:34.305-03";"2018-03-18T15:31:49.052-03";"";"33";"";"muito marcante";"muito marcante";"muito marcante";"um pouco marcante";"muito marcante";"não";"não";"junho de 2013 contrária ao impeachment da ex-presidente Dilma Rousseff marcha da maconha";"1";"0";"1";"0";"1";"";"não confia";"não confia";"não confia";"não confia";"não confia";"não confia";"não sei";"outro";"Psol e pt";"";"de esquerda";"";"nada conservador";"muito feminista";"nada antipetista";"";"masculino";"";"de R$ 2.862 a R$ 4.770";"ensino superior completo";"branca";"";"nenhuma";"";"";"9218662";"c01d2d10-b74c-4944-9c77-684e92833e93";"2018-03-18T22:04:37";"265"
"2018-03-18T15:35:45.302-03";"2018-03-18T15:39:34.151-03";"";"20";"";"muito marcante";"muito marcante";"muito marcante";"muito marcante";"muito marcante";"não";"não";"parada LGBT (parada Gay)";"0";"0";"0";"1";"0";"";"não confia";"não confia";"não confia";"não sei";"não sei";"não sei";"não sei";"PDT";"";"";"de esquerda";"";"nada conservador";"muito feminista";"nada antipetista";"";"masculino";"";"acima de R$ 19.080";"ensino superior incompleto";"branca";"";"nenhuma";"";"";"9218663";"335fd703-395a-4363-86a3-bce756e6a29d";"2018-03-18T22:04:38";"266"
"2018-03-18T15:41:29.673-03";"2018-03-18T15:44:42.888-03";"";"34";"";"muito marcante";"muito marcante";"muito marcante";"muito marcante";"muito marcante";"não";"não";"junho de 2013 contrária ao impeachment da ex-presidente Dilma Rousseff parada LGBT (parada Gay) marcha da maconha";"1";"0";"1";"1";"1";"";"não confia";"não confia";"não confia";"não confia";"não confia";"não confia";"não confia";"PT";"";"";"de esquerda";"";"nada conservador";"muito feminista";"nada antipetista";"";"masculino";"";"de R$ 4.770 a R$ 9.540";"ensino superior completo";"branca";"";"nenhuma";"";"";"9218664";"afb4264b-d52e-453f-98be-3e4a1dc92bf9";"2018-03-18T22:04:39";"267"
"2018-03-18T15:53:32.717-03";"2018-03-18T15:58:03.611-03";"";"61";"";"não muito marcante";"muito marcante";"não muito marcante";"muito marcante";"muito marcante";"não";"não";"junho de 2013 contrária ao impeachment da ex-presidente Dilma Rousseff parada LGBT (parada Gay) marcha da maconha";"1";"0";"1";"1";"1";"";"não confia";"não confia";"não confia";"confia";"não confia";"confia";"não confia";"PSOL";"";"";"de esquerda";"";"nada conservador";"muito feminista";"nada antipetista";"";"feminino";"";"de R$ 9.540 a R$ 19.080";"ensino superior completo";"branca";"";"outra";"Budista";"";"9218665";"e37f1f6c-cdf3-4bde-bc6e-ea5e8bfc58f4";"2018-03-18T22:04:40";"268"
"2018-03-18T16:07:20.692-03";"2018-03-18T16:10:08.313-03";"";"26";"";"muito marcante";"muito marcante";"muito marcante";"muito marcante";"muito marcante";"não";"não";"junho de 2013 contrária ao impeachment da ex-presidente Dilma Rousseff";"1";"0";"1";"0";"0";"";"não confia";"não confia";"confia";"não sei";"não sei";"confia";"não sei";"PT";"";"";"de esquerda";"";"pouco conservador";"muito feminista";"nada antipetista";"";"feminino";"";"de R$ 1.908 a R$ 2.862 ";"ensino superior incompleto";"parda";"";"nenhuma";"";"";"9218666";"78602274-4286-4616-8a16-08f0177635b1";"2018-03-18T22:04:42";"269"
"2018-03-18T16:17:22.232-03";"2018-03-18T16:23:05.695-03";"";"25";"";"muito marcante";"muito marcante";"muito marcante";"um pouco marcante";"muito marcante";"não";"não";"junho de 2013 contrária ao impeachment da ex-presidente Dilma Rousseff parada LGBT (parada Gay)";"1";"0";"1";"1";"0";"";"não confia";"não confia";"não confia";"não sei";"não sei";"não sei";"não sei";"PSOL";"";"";"de esquerda";"";"nada conservador";"muito feminista";"pouco antipetista";"";"feminino";"";"de R$ 4.770 a R$ 9.540";"ensino superior completo";"branca";"";"nenhuma";"";"";"9218667";"0d12aa7c-9ba8-4b46-8192-af62e2d740c8";"2018-03-18T22:04:46";"270"
"2018-03-18T16:39:21.320-03";"2018-03-18T16:43:14.243-03";"";"56";"";"muito marcante";"um pouco marcante";"muito marcante";"muito marcante";"muito marcante";"não";"não";"junho de 2013 contrária ao impeachment da ex-presidente Dilma Rousseff parada LGBT (parada Gay) marcha da maconha";"1";"0";"1";"1";"1";"";"confia";"não confia";"confia";"confia";"não sei";"confia";"não sei";"nenhum";"";"";"de esquerda";"";"nada conservador";"muito feminista";"pouco antipetista";"";"feminino";"";"de R$ 4.770 a R$ 9.540";"ensino superior completo";"branca";"";"nenhuma";"";"";"9218668";"bb516954-a271-4552-bd33-5e9f6e5e4871";"2018-03-18T22:04:47";"271"
"2018-03-18T17:22:50.412-03";"2018-03-18T17:26:10.630-03";"";"35";"";"muito marcante";"muito marcante";"muito marcante";"muito marcante";"muito marcante";"não";"não";"junho de 2013";"1";"0";"0";"0";"0";"";"não confia";"não confia";"não confia";"não sei";"não sei";"não sei";"não sei";"nenhum";"";"";"de esquerda";"";"nada conservador";"muito feminista";"pouco antipetista";"";"feminino";"";"de R$ 9.540 a R$ 19.080";"ensino superior completo";"branca";"";"nenhuma";"";"";"9218669";"dc482121-3b16-4731-9b55-cfd32613c3ff";"2018-03-18T22:04:48";"272"
"2018-03-18T17:31:00.628-03";"2018-03-18T17:36:16.635-03";"";"26";"";"muito marcante";"muito marcante";"muito marcante";"muito marcante";"muito marcante";"não";"não";"parada LGBT (parada Gay)";"0";"0";"0";"1";"0";"";"confia";"não confia";"não sei";"não sei";"não sei";"confia";"não sei";"PSOL";"";"";"nada disso";"";"pouco conservador";"muito feminista";"nada antipetista";"";"feminino";"";"de R$ 9.540 a R$ 19.080";"ensino superior completo";"branca";"";"espírita/ kardecista";"";"";"9218670";"246b902c-4480-45ab-be0a-cceb92925564";"2018-03-18T22:04:48";"273"
"2018-03-18T17:49:26.934-03";"2018-03-18T17:54:13.390-03";"";"23";"";"muito marcante";"muito marcante";"muito marcante";"muito marcante";"muito marcante";"não";"não sei";"junho de 2013 contrária ao impeachment da ex-presidente Dilma Rousseff parada LGBT (parada Gay)";"1";"0";"1";"1";"0";"";"não sei";"não sei";"não sei";"não sei";"não sei";"não sei";"não sei";"nenhum";"";"";"não sei";"";"pouco conservador";"muito feminista";"pouco antipetista";"";"feminino";"";"de R$ 9.540 a R$ 19.080";"ensino superior completo";"branca";"";"nenhuma";"";"";"9218671";"7981d5e5-8592-4fc5-8f03-5a4a0d6a2c2d";"2018-03-18T22:04:49";"274"
"2018-03-18T17:55:24.828-03";"2018-03-18T18:01:41.515-03";"";"19";"";"muito marcante";"muito marcante";"muito marcante";"muito marcante";"muito marcante";"não";"não";"contrária ao impeachment da ex-presidente Dilma Rousseff parada LGBT (parada Gay)";"0";"0";"1";"1";"0";"";"não sei";"não confia";"não sei";"confia";"não sei";"não sei";"não sei";"PSOL";"";"";"de esquerda";"";"nada conservador";"muito feminista";"nada antipetista";"";"feminino";"";"de R$ 2.862 a R$ 4.770";"ensino superior incompleto";"branca";"";"outra";"Agnóstica";"";"9218673";"acb6d137-8dd7-4000-bb96-8eb50c59e4f3";"2018-03-18T22:04:50";"275"
"2018-03-18T18:01:50.102-03";"2018-03-18T18:07:12.282-03";"";"35";"";"muito marcante";"muito marcante";"muito marcante";"muito marcante";"muito marcante";"não";"não";"junho de 2013 contrária ao impeachment da ex-presidente Dilma Rousseff parada LGBT (parada Gay) marcha da maconha";"1";"0";"1";"1";"1";"";"não confia";"não confia";"não confia";"não confia";"não confia";"não confia";"não confia";"nenhum";"";"";"nada disso";"";"nada conservador";"muito feminista";"pouco antipetista";"";"masculino";"";"de R$ 2.862 a R$ 4.770";"ensino superior incompleto";"branca";"";"nenhuma";"";"";"9218674";"49996ece-b2a7-40f0-82d5-bd3ffc3ea3a9";"2018-03-18T22:04:51";"276"
"2018-03-18T18:07:15.017-03";"2018-03-18T18:11:44.246-03";"";"27";"";"um pouco marcante";"muito marcante";"muito marcante";"muito marcante";"muito marcante";"não";"não";"junho de 2013 parada LGBT (parada Gay) marcha da maconha";"1";"0";"0";"1";"1";"";"não confia";"não confia";"não confia";"não confia";"não confia";"não confia";"não confia";"PT";"";"";"nada disso";"";"nada conservador";"muito feminista";"nada antipetista";"";"masculino";"";"até R$ 1.908";"ensino médio completo";"preta";"";"nenhuma";"";"";"9218675";"7c3b7b2b-898e-4d86-9410-612a4938ffaf";"2018-03-18T22:04:52";"277"
