"","Entrevistador","Horário","Região","Idade","Sexo","Renda","Escolaridade","Cor","Especificar","Sistema.Político","Político.Honesto","Fora.do.Jogo","Militares","Juiz.Honesto","Plebiscitos","Movimentos.Sociais","Lava.Jato","Zelotes","Metrô","Mensalão.PT","Mensalão.PSDB","Dilma","Alckmin","Haddad","Aécio","Cunha","Calheiros","Figura.Honesta","Impostos","Falta.Recursos","Corrupção","Má.administração","Financiamento.Empresarial","Saúde.todos","Saúde.gratuita","Mais.Médicos","Educação.todos","Educação.gratuita","Transporte.todos","Transporte.gratuito","Reduzir.impostos","Red.imp.alguns","Esforço","Punição","Maconha","Haitianos","Estupros","Gays","Negros","Joaquim.Levy","Crise.hídrica","Partido","Prefeitura"
"339","Renan B Sousa","15:27","2",20,"Feminino","de R$ 1.576 a R$ 2.364","superior incompleto","branca",NA,"3- não satisfeito","2- concordo em parte","3- não concordo","3- não concordo","1- concordo totalmente","1- concordo totalmente","3- não concordo","1- grave","3- não sei","1- grave","1- grave","1- grave","1- sim","2- não","1- sim","2- não","3- não sei","1- sim","Skaff/Joaquim Barbosa","1- concordo totalmente","3- não concordo","1- concordo totalmente","1- concordo totalmente","2- não","1- concordo totalmente","1- concordo totalmente","3- não sei","1- concordo totalmente","1- concordo totalmente","1- concordo totalmente","3- não concordo","1- concordo totalmente","3- não concordo","1- concordo totalmente","3- não concordo","3- não concordo","3- não concordo","3- não concordo","3- não concordo","2- concordo em parte","3- não sei","1- muita","1- PT",""
"340","Renan B Sousa","16:30","2",42,"Masculino","de R$ 7.880 a R$ 15.760","superior completo","branca",NA,"3- não satisfeito","1- concordo totalmente","2- concordo em parte","3- não concordo","1- concordo totalmente","1- concordo totalmente","1- concordo totalmente","1- grave","1- grave","1- grave","1- grave","1- grave","1- sim","3- não sei","1- sim","3- não sei","1- sim","1- sim","Sergio Moro","1- concordo totalmente","1- concordo totalmente","1- concordo totalmente","1- concordo totalmente","2- não","1- concordo totalmente","1- concordo totalmente","2- não","1- concordo totalmente","1- concordo totalmente","1- concordo totalmente","1- concordo totalmente","2- concordo em parte","2- concordo em parte","3- não concordo","1- concordo totalmente","2- concordo em parte","3- não concordo","3- não concordo","3- não concordo","1- concordo totalmente","2- não","1- muita","PT/PSDB/Outros",""
"341","Renan B Sousa","16:00","2",47,"Masculino","acima de R$ 15.760","superior completo","branca",NA,"3- não satisfeito","2- concordo em parte","2- concordo em parte","3- não concordo","3- não concordo","2- concordo em parte","2- concordo em parte","1- grave","1- grave","1- grave","1- grave","1- grave","1- sim","3- não sei","3- não sei","3- não sei","1- sim","1- sim","Sergio Moro","1- concordo totalmente","3- não concordo","1- concordo totalmente","1- concordo totalmente","2- não","1- concordo totalmente","2- concordo em parte","2- não","1- concordo totalmente","1- concordo totalmente","1- concordo totalmente","2- concordo em parte","1- concordo totalmente","1- concordo totalmente","1- concordo totalmente","2- concordo em parte","1- concordo totalmente","3- não concordo","3- não concordo","3- não concordo","3- não concordo","2- não","1- muita","PT/PSDB/Outros",""
"342","Renan B Sousa","16:50","2",41,"Masculino","acima de R$ 15.760","superior completo","parda",NA,"3- não satisfeito","1- concordo totalmente","1- concordo totalmente","3- não concordo","1- concordo totalmente","1- concordo totalmente","3- não concordo","1- grave","1- grave","1- grave","1- grave","1- grave","1- sim","1- sim","1- sim","1- sim","1- sim","1- sim","Jair Bolsonaro","1- concordo totalmente","3- não concordo","1- concordo totalmente","1- concordo totalmente","2- não","1- concordo totalmente","1- concordo totalmente","1- sim","1- concordo totalmente","1- concordo totalmente","3- não concordo","3- não concordo","1- concordo totalmente","1- concordo totalmente","1- concordo totalmente","1- concordo totalmente","3- não concordo","3- não concordo","3- não concordo","3- não concordo","1- concordo totalmente","2- não","1- muita","2- PSDB","João Doria"
"343","Renan B Sousa","17:00","2",53,"Masculino","de R$ 3.940 a R$ 7.880","superior completo","branca",NA,"3- não satisfeito","1- concordo totalmente","2- concordo em parte","3- não concordo","3- não concordo","1- concordo totalmente","3- não concordo","1- grave","1- grave","1- grave","1- grave","1- grave","1- sim","1- sim","1- sim","1- sim","2- não","1- sim","Joaquim Barbosa/Sergio Moro","1- concordo totalmente","3- não concordo","1- concordo totalmente","1- concordo totalmente","2- não","1- concordo totalmente","1- concordo totalmente","3- não sei","1- concordo totalmente","1- concordo totalmente","1- concordo totalmente","3- não concordo","1- concordo totalmente","3- não concordo","3- não concordo","1- concordo totalmente","1- concordo totalmente","3- não concordo","3- não concordo","3- não concordo","1- concordo totalmente","2- não","1- muita","PT/PSDB/Outros","João Doria"
"344","Ricardo Jurca","13:00","4",70,"Feminino","de R$ 3.940 a R$ 7.880","médio incompleto","branca",NA,"3- não satisfeito","2- concordo em parte","1- concordo totalmente","2- concordo em parte","3- não concordo","3- não concordo","3- não concordo","1- grave","1- grave","3- não sei","1- grave","3- não sei","1- sim","2- não","2- não","2- não","3- não sei","3- não sei"," Ronaldo Caiado","1- concordo totalmente","3- não concordo","2- concordo em parte","1- concordo totalmente","1- sim","1- concordo totalmente","1- concordo totalmente","2- não","1- concordo totalmente","1- concordo totalmente","3- não concordo","3- não concordo","1- concordo totalmente","3- não concordo","2- concordo em parte","1- concordo totalmente","3- não concordo","1- concordo totalmente","2- concordo em parte","3- não concordo","1- concordo totalmente","3- não sei","2- pouca","3- Outros",""
"345","Ricardo Jurca","13:20","4",57,"Masculino","até R$ 1.576","superior completo","branca",NA,"3- não satisfeito","1- concordo totalmente","3- não concordo","1- concordo totalmente","3- não concordo","2- concordo em parte","3- não concordo","1- grave","1- grave","1- grave","1- grave","1- grave","1- sim","1- sim","2- não","1- sim","3- não sei","1- sim","Jair Bolsonoro","1- concordo totalmente","3- não concordo","1- concordo totalmente","1- concordo totalmente","2- não","1- concordo totalmente","1- concordo totalmente","2- não","1- concordo totalmente","1- concordo totalmente","1- concordo totalmente","3- não concordo","1- concordo totalmente","3- não concordo","3- não concordo","2- concordo em parte","3- não concordo","1- concordo totalmente","3- não concordo","1- concordo totalmente","1- concordo totalmente","2- não","1- muita","1- PT",""
"346","Ricardo Jurca","13:40","4",38,"Masculino","até R$ 1.576","médio incompleto","branca",NA,"3- não satisfeito","1- concordo totalmente","3- não concordo","3- não concordo","1- concordo totalmente","1- concordo totalmente","2- concordo em parte","1- grave","1- grave","2- não grave","1- grave","2- não grave","1- sim","2- não","1- sim","2- não","3- não sei","1- sim","José Serra","1- concordo totalmente","1- concordo totalmente","1- concordo totalmente","1- concordo totalmente","2- não","1- concordo totalmente","1- concordo totalmente","2- não","1- concordo totalmente","1- concordo totalmente","1- concordo totalmente","3- não concordo","1- concordo totalmente","1- concordo totalmente","3- não concordo","1- concordo totalmente","3- não concordo","1- concordo totalmente","1- concordo totalmente","2- concordo em parte","1- concordo totalmente","3- não sei","2- pouca","3- Outros","Russomano"
"347","Ricardo Jurca","14:00","4",31,"Masculino","acima de R$ 15.760","superior completo","branca",NA,"3- não satisfeito","1- concordo totalmente","3- não concordo","2- concordo em parte","1- concordo totalmente","2- concordo em parte","2- concordo em parte","1- grave","3- não sei","1- grave","1- grave","1- grave","1- sim","1- sim","3- não sei","2- não","3- não sei","1- sim","Sérgio Moro","1- concordo totalmente","3- não concordo","1- concordo totalmente","1- concordo totalmente","2- não","1- concordo totalmente","1- concordo totalmente","2- não","1- concordo totalmente","1- concordo totalmente","2- concordo em parte","2- concordo em parte","2- concordo em parte","1- concordo totalmente","2- concordo em parte","2- concordo em parte","1- concordo totalmente","4- não sei","3- não concordo","2- concordo em parte","1- concordo totalmente","3- não sei","1- muita","2- PSDB",""
"348","Ricardo Jurca","14:09","4",45,"Masculino","de R$ 7.880 a R$ 15.760","fundamental incompleto","branca",NA,"3- não satisfeito","1- concordo totalmente","2- concordo em parte","2- concordo em parte","1- concordo totalmente","2- concordo em parte","3- não concordo","1- grave","3- não sei","1- grave","1- grave","1- grave","1- sim","2- não","1- sim","1- sim","1- sim","1- sim","Sérgio Moro","1- concordo totalmente","3- não concordo","1- concordo totalmente","1- concordo totalmente","2- não","1- concordo totalmente","1- concordo totalmente","2- não","1- concordo totalmente","1- concordo totalmente","1- concordo totalmente","3- não concordo","1- concordo totalmente","3- não concordo","1- concordo totalmente","1- concordo totalmente","3- não concordo","2- concordo em parte","3- não concordo","1- concordo totalmente","1- concordo totalmente","2- não","1- muita","1- PT","Datena"
"349","Ricardo Jurca","14:46","4",71,"Masculino","de R$ 7.880 a R$ 15.760","superior completo","branca",NA,"3- não satisfeito","1- concordo totalmente","1- concordo totalmente","1- concordo totalmente","1- concordo totalmente","1- concordo totalmente","3- não concordo","1- grave","1- grave","1- grave","1- grave","1- grave","1- sim","3- não sei","1- sim","3- não sei","3- não sei","1- sim","Sérgio Moro","1- concordo totalmente","3- não concordo","2- concordo em parte","1- concordo totalmente","2- não","1- concordo totalmente","1- concordo totalmente","2- não","1- concordo totalmente","1- concordo totalmente","1- concordo totalmente","1- concordo totalmente","1- concordo totalmente","2- concordo em parte","2- concordo em parte","1- concordo totalmente","3- não concordo","2- concordo em parte","2- concordo em parte","1- concordo totalmente","1- concordo totalmente","3- não sei","2- pouca","2- PSDB",""
"350","Ricardo Jurca","15:08","4",48,"Feminino","acima de R$ 15.760","fundamental completo","branca",NA,"3- não satisfeito","2- concordo em parte","2- concordo em parte","3- não concordo","1- concordo totalmente","2- concordo em parte","2- concordo em parte","1- grave","3- não sei","1- grave","1- grave","1- grave","1- sim","1- sim","1- sim","1- sim","1- sim","1- sim","Eduardo Jorge","1- concordo totalmente","3- não concordo","1- concordo totalmente","1- concordo totalmente","2- não","1- concordo totalmente","2- concordo em parte","2- não","1- concordo totalmente","2- concordo em parte","1- concordo totalmente","3- não concordo","1- concordo totalmente","2- concordo em parte","1- concordo totalmente","2- concordo em parte","3- não concordo","3- não concordo","3- não concordo","3- não concordo","3- não concordo","3- não sei","1- muita","2- PSDB","João Doria"
"351","Ricardo Jurca","15:21","4",46,"Masculino","acima de R$ 15.760","superior completo","amarela",NA,"3- não satisfeito","1- concordo totalmente","1- concordo totalmente","3- não concordo","1- concordo totalmente","1- concordo totalmente","1- concordo totalmente","1- grave","1- grave","1- grave","1- grave","1- grave","1- sim","3- não sei","1- sim","3- não sei","1- sim","1- sim","Sérgio Moro","1- concordo totalmente","3- não concordo","1- concordo totalmente","1- concordo totalmente","1- sim","3- não concordo","2- concordo em parte","2- não","1- concordo totalmente","1- concordo totalmente","1- concordo totalmente","3- não concordo","1- concordo totalmente","4- não sei","1- concordo totalmente","1- concordo totalmente","2- concordo em parte","1- concordo totalmente","3- não concordo","3- não concordo","3- não concordo","2- não","1- muita","1- PT","João Doria"
"352","Ricardo Jurca","15:28","4",27,"Masculino","de R$ 7.880 a R$ 15.760","superior completo","branca",NA,"3- não satisfeito","1- concordo totalmente","3- não concordo","3- não concordo","3- não concordo","3- não concordo","1- concordo totalmente","1- grave","1- grave","1- grave","1- grave","1- grave","1- sim","2- não","1- sim","2- não","1- sim","1- sim","Aécio Neves","1- concordo totalmente","3- não concordo","1- concordo totalmente","1- concordo totalmente","1- sim","1- concordo totalmente","1- concordo totalmente","2- não","1- concordo totalmente","1- concordo totalmente","3- não concordo","3- não concordo","1- concordo totalmente","3- não concordo","1- concordo totalmente","1- concordo totalmente","3- não concordo","3- não concordo","3- não concordo","3- não concordo","1- concordo totalmente","2- não","1- muita","2- PSDB","João Doria"
"353","Ricardo Jurca","15:40","4",34,"Masculino","acima de R$ 15.760","superior completo","branca",NA,"3- não satisfeito","1- concordo totalmente","3- não concordo","3- não concordo","1- concordo totalmente","3- não concordo","2- concordo em parte","1- grave","3- não sei","1- grave","1- grave","1- grave","1- sim","1- sim","1- sim","1- sim","1- sim","1- sim","José Dionísio","1- concordo totalmente","3- não concordo","1- concordo totalmente","1- concordo totalmente","1- sim","1- concordo totalmente","2- concordo em parte","2- não","1- concordo totalmente","1- concordo totalmente","3- não concordo","3- não concordo","3- não concordo","2- concordo em parte","2- concordo em parte","2- concordo em parte","1- concordo totalmente","3- não concordo","2- concordo em parte","2- concordo em parte","1- concordo totalmente","2- não","1- muita","1- PT","João Doria"
"354","Ricardo Jurca","16:10","4",58,"Masculino","de R$ 2.364 a R$ 3.940","médio incompleto","parda",NA,"3- não satisfeito","2- concordo em parte","3- não concordo","3- não concordo","3- não concordo","4- não sei","3- não concordo","1- grave","1- grave","1- grave","1- grave","1- grave","1- sim","1- sim","1- sim","1- sim","1- sim","1- sim","Não Citou","2- concordo em parte","3- não concordo","1- concordo totalmente","1- concordo totalmente","3- não sei","1- concordo totalmente","2- concordo em parte","2- não","2- concordo em parte","2- concordo em parte","1- concordo totalmente","3- não concordo","1- concordo totalmente","3- não concordo","2- concordo em parte","2- concordo em parte","2- concordo em parte","3- não concordo","3- não concordo","3- não concordo","3- não concordo","3- não sei","1- muita","1- PT",""
