Entrevistador,Horário,Região,Idade,Sexo,Renda,Escolaridade,Cor,especificar,Imprensa,Folha,Estado,Veja,Carta.Capital,J.Nacional,J.Record,Globo.News,El.País,BBC,Partidos,PT,PSDB,PMDB,Rede,PSOL,ONGs,Mov.sociais,Vem.pra.rua,Brasil.Livre,MPL,MST,Revoltados,MTST,Políticos,Aécio.Neves,Dilma.Rousseff,Eduardo.Cunha,Fernando.Haddad,Geraldo.Alckmin,Jair.Bolsonaro,Jean.Wyllys,José.Serra,Luciana.Genro,Lula,Marina.Silva,Pastor.Feliciano,Liderança.política,Internet,Twitter,perfil,Whatsapp,Facebook,página,Sites,qual.site,Blogs,qual.blog,Demétrio.Magnoli,Guilherme.Boulos,Gregório.Duvivier,Jânio.de.Freitas,José.Luiz.Datena,Luis.Nassif,Olavo.de.Carvalho,Paulo.Henrique.Amorim,Raquel.Sherazade,Reinaldo.Azevedo,William.Bonner,Vladimir.Safatle,qual.comentarista,regime.comunista,friboi,petrobras,bolivariana,racismo,pcc,bolsa.familia,haitianos
Guilherme Ibañes,15:00:00 PM,4,67,Feminino,de R$ 3.940 a R$ 7.880,superior incompleto,parda,NA,confia pouco,não confia,não confia,não confia,não confia,não confia,confia pouco,não confia,não confia,não confia,não confia,não confia,confia pouco,não confia,não conhece,não confia,confia pouco,confia muito,confia muito,não conhece,não confia,não confia,confia pouco,não confia,confia pouco,confia muito,não confia,não confia,não confia,confia pouco,não confia,não confia,não confia,não confia,não confia,confia pouco,não confia,Aécio Neves,sim,nada,,nada,muito,Movimentos Políticos,muito,Uol,nada,,não conhece,não conhece,não conhece,não confia,não confia,não confia,confia muito,não confia,confia pouco,confia pouco,não confia,não conhece,Olavo de Carvalho,não concorda,não sei,concorda,concorda,concorda,concorda,não concorda,concorda
Alencar M. B.,15:29:00 PM,4,43,Masculino,de R$ 3.940 a R$ 7.880,médio incompleto,branca,NA,confia pouco,confia pouco,confia pouco,confia muito,confia pouco,confia pouco,confia pouco,confia muito,confia pouco,confia pouco,confia pouco,não confia,confia pouco,confia pouco,não confia,confia pouco,confia pouco,confia muito,confia muito,confia muito,confia pouco,confia pouco,confia pouco,não confia,confia pouco,confia muito,não confia,confia pouco,não confia,confia muito,não confia,confia pouco,confia muito,confia pouco,não confia,não confia,confia pouco,Aécio Neves e Paulinho da Força,sim,nada,,muito,pouco,Partido Solidariedade,muito,Correio Brasiliense,nada,,não confia,não confia,não confia,não confia,confia pouco,não confia,não confia,confia pouco,confia pouco,confia pouco,confia muito,confia pouco,,não concorda,concorda,concorda,concorda,não concorda,concorda,concorda,não concorda
Alencar M. B.,15:11:00 PM,4,40,Masculino,de R$ 2.364 a R$ 3.940,médio completo,parda,NA,confia pouco,confia pouco,confia pouco,confia muito,não confia,não confia,não confia,confia pouco,não conhece,não conhece,não confia,não confia,não confia,não confia,não confia,não confia,confia muito,confia muito,confia muito,confia muito,confia pouco,não confia,confia pouco,não confia,confia pouco,confia pouco,não confia,confia pouco,não confia,não confia,confia muito,não confia,não confia,não confia,não confia,não confia,não confia,Jair Bolsonaro,sim,nada,,pouco,muito,MPL,pouco,Veja,nada,,não confia,não conhece,não conhece,não conhece,confia pouco,não confia,confia muito,não confia,confia muito,confia pouco,confia pouco,confia pouco,Olavo de Carvalho,concorda,não sei,não concorda,concorda,concorda,não concorda,concorda,não concorda
Mateus Ferreira,14:00:00 PM,4,55,Feminino,de R$ 1.576 a R$ 2.364,superior completo,branca,NA,não confia,não confia,não confia,confia pouco,não confia,não confia,não confia,não confia,não confia,não confia,não confia,não confia,não confia,não confia,não confia,não confia,não confia,não confia,confia muito,confia muito,não confia,não confia,confia muito,não confia,não confia,não confia,não confia,não confia,não confia,não confia,confia pouco,não confia,confia pouco,não confia,não confia,não confia,não confia,Nenhuma,sim,nada,,muito,muito,Revoltados Online e Olavo de Carvalho,pouco,Uol,nada,,não conhece,não conhece,não confia,não confia,confia pouco,não confia,confia muito,não confia,confia muito,confia muito,não confia,não conhece,Olavo de Carvalho,concorda,concorda,não concorda,concorda,concorda,concorda,concorda,concorda
Mateus Ferreira,14:00:00 PM,4,62,Feminino,de R$ 7.880 a R$ 15.760,superior completo,branca,,confia pouco,confia pouco,não conhece,confia pouco,não conhece,não confia,não confia,confia pouco,não conhece,não conhece,confia pouco,não confia,confia pouco,não confia,não confia,não confia,confia pouco,confia pouco,confia muito,confia pouco,não confia,não confia,confia pouco,não confia,confia pouco,confia muito,não confia,não confia,não confia,confia muito,não confia,não confia,confia pouco,não confia,não confia,não confia,não confia,Aécio Neves,sim,nada,,nada,pouco,Revoltados Online,nada,Folha,nada,,não conhece,não conhece,não conhece,confia pouco,não confia,confia muito,não conhece,confia muito,confia muito,não conhece,confia pouco,não conhece,,concorda,concorda,concorda,concorda,concorda,não sei,concorda,não sei
Hugo Gaspar,14:20:00 PM,2,50,Masculino,de R$ 7.880 a R$ 15.760,superior completo,parda,,confia pouco,confia muito,confia muito,confia muito,não confia,não confia,confia muito,confia muito,não confia,confia muito,não confia,não confia,não confia,não confia,não confia,não confia,confia pouco,não conhece,não conhece,não conhece,não conhece,não conhece,não conhece,não conhece,não confia,confia pouco,não confia,confia pouco,não confia,confia pouco,confia muito,não confia,não confia,não confia,não confia,confia muito,confia pouco,Nenhuma,sim,nada,,,pouco,Apenas por páginas de amigos,muito,Jornal da Record,nada,,não confia,não conhece,não conhece,não conhece,confia muito,não conhece,não conhece,confia muito,não confia,não confia,não confia,não conhece,Datena,concorda,concorda,concorda,concorda,concorda,não sei,concorda,não sei
Hugo Gaspar,14:28:00 PM,2,60,Feminino,de R$ 7.880 a R$ 15.760,superior completo,branca,,não confia,não confia,não confia,não confia,confia pouco,não confia,não confia,não confia,não confia,confia muito,não confia,não confia,não confia,não confia,não confia,não confia,confia muito,confia pouco,confia muito,não conhece,não confia,não confia,confia muito,não confia,não confia,não confia,não confia,não confia,não confia,não confia,confia pouco,não confia,não confia,não confia,não confia,não confia,não confia,Nenhuma,sim,muito,Não sabe,muito,muito,Ambos,pouco,Tv Cultura,pouco,Não lembra,não conhece,não conhece,confia muito,não conhece,não confia,confia muito,confia muito,confia pouco,confia muito,confia muito,não confia,não confia,Não lembra,concorda,concorda,concorda,concorda,concorda,concorda,concorda,concorda
Guilherme Ibañes,,4,60,Feminino,acima de R$ 15.760,superior completo,branca,NA,confia pouco,confia pouco,confia pouco,confia muito,confia muito,confia pouco,confia pouco,confia pouco,confia pouco,confia pouco,não confia,não confia,não confia,não confia,não confia,não confia,não confia,confia muito,confia muito,confia muito,confia pouco,não confia,não conhece,não confia,não confia,confia pouco,não confia,não confia,não confia,confia pouco,não confia,não confia,não confia,confia pouco,não confia,não confia,não confia,Nenhuma,sim,pouco,Todos,pouco,muito,Apenas por páginas de amigos,nada,Veja,pouco,Todos,confia pouco,confia pouco,confia pouco,confia pouco,confia pouco,confia pouco,confia pouco,confia pouco,confia pouco,confia pouco,confia pouco,confia pouco,Boechat,concorda,concorda,concorda,concorda,concorda,concorda,concorda,concorda
Guilherme Ibañes,17:18:00 PM,4,48,Feminino,acima de R$ 15.760,superior completo,branca,NA,confia pouco,não confia,confia muito,confia pouco,não confia,não confia,não confia,não confia,não confia,não confia,não confia,não confia,não confia,não confia,não confia,não confia,confia pouco,confia muito,confia muito,confia muito,não confia,não confia,confia pouco,não confia,não confia,não confia,não confia,não confia,não confia,confia muito,não confia,não confia,não confia,não confia,não confia,não confia,não confia,FHC,sim,nada,,muito,nada,,muito,Estadão,nada,,não conhece,não conhece,não conhece,não conhece,confia muito,não conhece,não conhece,não confia,não confia,não conhece,não confia,não conhece,Diogo Mainard,não sei,concorda,não sei,concorda,não sei,não sei,não concorda,não sei
Guilherme Ibañes,,4,46,Masculino,de R$ 7.880 a R$ 15.760,superior completo,branca,,confia pouco,confia muito,confia muito,confia muito,não conhece,confia pouco,confia pouco,confia muito,não conhece,confia muito,não confia,não confia,confia pouco,não confia,não confia,não confia,confia pouco,confia pouco,confia muito,não conhece,não conhece,não confia,confia muito,não confia,não confia,confia pouco,não confia,confia pouco,não confia,confia pouco,confia muito,não confia,confia pouco,não confia,não confia,não confia,não confia,Nenhuma,não,nada,,nada,pouco,Apenas por páginas de amigos,muito,Uol,nada,,não conhece,não conhece,não conhece,não conhece,não confia,confia pouco,não conhece,confia pouco,confia muito,confia muito,não confia,não conhece,Raquel Sherazade,concorda,não concorda,concorda,não concorda,concorda,não sei,não concorda,não concorda
Guilherme Ibañes,,4,35,Feminino,de R$ 2.364 a R$ 3.940,superior completo,branca,NA,confia pouco,não confia,não conhece,confia muito,confia pouco,confia pouco,não conhece,confia pouco,não conhece,não conhece,não confia,não confia,não confia,não confia,não confia,não confia,confia pouco,confia pouco,confia muito,confia muito,confia pouco,não confia,confia muito,não confia,não confia,confia muito,não confia,confia pouco,não confia,confia pouco,confia muito,não confia,confia pouco,não confia,não confia,não confia,não confia,Jair Bolsonaro,sim,nada,,muito,muito,Bolsonaro,muito,Terra,nada,,não conhece,não conhece,confia muito,não conhece,confia pouco,confia muito,confia muito,confia muito,confia muito,confia muito,confia muito,não conhece,Raquel Sherazade,concorda,concorda,não concorda,concorda,concorda,concorda,não concorda,concorda
Vitor Torsani,17:50:00 PM,4,73,Feminino,de R$ 7.880 a R$ 15.760,superior completo,preta,,confia pouco,não confia,confia muito,não confia,não conhece,confia pouco,confia pouco,confia pouco,não conhece,confia muito,confia pouco,não confia,confia pouco,não confia,não confia,não confia,confia pouco,confia pouco,confia muito,confia pouco,confia pouco,não confia,confia muito,não confia,confia pouco,não confia,não confia,não confia,não confia,confia pouco,não confia,não conhece,confia pouco,não confia,não confia,confia pouco,não confia,Miguel Manso,sim,nada,,muito,muito,Apenas por páginas de amigos,muito,Hora do Povo,nada,,não conhece,não conhece,não conhece,não conhece,confia pouco,não conhece,confia muito,confia pouco,confia muito,confia pouco,não confia,não conhece,Não lembra,concorda,concorda,concorda,concorda,não sei,não concorda,concorda,não sei
Vitor Torsani,17:56:00 PM,4,28,Masculino,de R$ 2.364 a R$ 3.940,superior completo,branca,NA,confia pouco,confia pouco,confia pouco,não confia,confia pouco,não confia,não confia,confia pouco,não conhece,não conhece,confia pouco,confia pouco,confia pouco,confia pouco,confia pouco,confia pouco,confia pouco,confia pouco,confia pouco,não conhece,confia pouco,não confia,não conhece,confia pouco,não confia,confia pouco,não confia,não confia,confia pouco,confia pouco,não confia,não confia,não confia,confia pouco,não confia,não confia,não confia,Fernando Haddad,sim,nada,,nada,pouco,,pouco,Folha Online,nada,,não conhece,não conhece,não conhece,não conhece,confia pouco,confia pouco,não conhece,confia pouco,confia pouco,confia muito,confia pouco,não conhece,Reinaldo Azevedo,não concorda,não concorda,concorda,não concorda,concorda,não concorda,concorda,não sei
Julia Castilho,14:12:00 PM,2,62,Feminino,de R$ 2.364 a R$ 3.940,superior incompleto,preta,NA,confia pouco,confia muito,confia muito,confia pouco,confia pouco,confia pouco,confia muito,confia pouco,confia muito,confia muito,confia pouco,não confia,não confia,não confia,não confia,não confia,confia pouco,confia muito,confia muito,confia muito,confia muito,confia muito,confia muito,confia muito,não confia,confia pouco,não confia,não confia,confia pouco,confia pouco,não confia,não conhece,confia pouco,não conhece,não confia,confia pouco,não conhece,Paulinho da Força,sim,nada,,muito,muito,"Partido Solidariedade, Força Sindical, Aposentados",pouco,Qualquer um,nada,,não conhece,não conhece,não conhece,não conhece,confia muito,confia pouco,não conhece,confia muito,não conhece,não conhece,confia pouco,não conhece,Não lembra,concorda,concorda,concorda,não sei,concorda,concorda,concorda,não concorda
Julia Castilho,14:21:00 PM,2,22,Masculino,de R$ 7.880 a R$ 15.760,superior incompleto,branca,,confia pouco,confia pouco,confia pouco,não confia,confia muito,confia pouco,confia pouco,confia pouco,confia muito,confia muito,confia pouco,não confia,confia muito,não confia,não confia,não confia,confia muito,confia pouco,confia muito,não confia,não confia,não confia,não confia,não confia,confia pouco,confia muito,não confia,não confia,não confia,confia muito,confia muito,não confia,confia muito,não confia,não confia,não confia,não confia,Arnaldo Jardim,não,,,,,,,,,,não conhece,confia pouco,não confia,não conhece,não confia,confia pouco,confia muito,confia muito,confia pouco,confia muito,confia pouco,não conhece,Não lembra,não concorda,concorda,concorda,não concorda,concorda,não sei,concorda,não concorda
Julia Castilho,14:29:00 PM,2,50,Masculino,de R$ 7.880 a R$ 15.760,superior completo,branca,,confia pouco,confia pouco,confia pouco,confia pouco,confia pouco,não confia,não confia,confia muito,confia muito,confia muito,não confia,não confia,não confia,não confia,não confia,não confia,não confia,não confia,confia pouco,confia pouco,confia pouco,não confia,confia muito,não confia,não confia,confia muito,não confia,não confia,não confia,confia muito,não confia,não confia,confia muito,não confia,não confia,confia muito,não conhece,Nenhuma,sim,nada,,muito,muito,Apenas por páginas de amigos,muito,GNT,nada,,não conhece,não conhece,não conhece,não conhece,confia muito,confia muito,não conhece,confia pouco,confia pouco,não conhece,confia pouco,não conhece,Ricardo Boechat,não concorda,concorda,concorda,não concorda,concorda,concorda,concorda,concorda
Julia Castilho,14:40:00 PM,2,49,Feminino,de R$ 7.880 a R$ 15.760,superior completo,branca,,não confia,confia pouco,confia pouco,confia pouco,confia muito,confia pouco,confia pouco,confia pouco,não conhece,confia muito,não confia,não confia,não confia,não confia,não conhece,não confia,confia pouco,confia muito,não conhece,não conhece,confia pouco,não confia,não conhece,não confia,não confia,confia pouco,não confia,confia pouco,não confia,confia pouco,não conhece,não conhece,confia pouco,confia muito,não confia,confia muito,não confia,Marina Silva,sim,nada,,nada,pouco,Apenas por páginas de amigos,pouco,Estadão,nada,,não conhece,não conhece,confia pouco,não conhece,não confia,não conhece,não conhece,confia muito,confia muito,confia muito,confia pouco,confia muito,Não lembra,concorda,concorda,não concorda,não sei,concorda,não concorda,não sei,não sei
